Epochs,val_class_mae,val_class_mse,val_class_percent_2buckRange,acc
1.0,0.25574482257916037,0.19799454603164365,0.6858366216102763,0.1752161867181597
2.0,0.2556330898768675,0.19790161971320894,0.6849970615397531,0.1752161867181597
3.0,0.2554532080380825,0.1979703296117604,0.685500797582067,0.17496431869700277
4.0,0.2559701833373883,0.19791061054418213,0.6855007975858202,0.17504827470405507
5.0,0.25563637035418074,0.19807210748516516,0.6840735454621778,0.17496431869700277
6.0,0.2559985902475356,0.19802765291140087,0.6854168415750147,0.1755520107463689
7.0,0.25575857572417027,0.1977645633538137,0.6856687095961717,0.17488036268995047
8.0,0.2561161716011767,0.19796708199681828,0.6849970615397531,0.17563596675342122
9.0,0.25570631761333124,0.19782763766097478,0.6860884896314331,0.17597179078163042
10.0,0.2558153535094512,0.1977392129669481,0.6864243136596423,0.17563596675342122
11.0,0.2555294374346323,0.19781520296410182,0.6865922256775001,0.17655948283099657
12.0,0.2559916308610548,0.19784050069961406,0.6849970615397531,0.17513223071110737
13.0,0.2559049299627795,0.19784021763134618,0.6855847535891193,0.17563596675342122
14.0,0.25584812170211557,0.19794527401542616,0.6849970615397531,0.17471245067584587
15.0,0.25584701251827513,0.1978479485754582,0.685500797582067,0.17513223071110737
16.0,0.2558325847113386,0.19775408948511675,0.6855847535891193,0.17630761480983964
17.0,0.25596144608011695,0.1977972213747159,0.6849131055327009,0.175300142725212
18.0,0.2562551325569124,0.19791551222679907,0.6857526656032239,0.17563596675342122
19.0,0.2558907064109673,0.1977955677123787,0.6855847535928724,0.17613970279573504
20.0,0.25530898020555925,0.19769393756201262,0.6866761816807992,0.17748299890857192
21.0,0.2551426142791929,0.19791417868859362,0.6855847535891193,0.17563596675342122
22.0,0.25550372783607883,0.19776714429097916,0.6860045336243809,0.17580387876752582
23.0,0.25569968517916936,0.1977951630052977,0.6855847535891193,0.17571992276047352
24.0,0.25615708237580675,0.19756603445387058,0.6857526656032239,0.17588783477457812
25.0,0.25578390847384586,0.1976276843196128,0.686004533628134,0.17681135085215346
26.0,0.2564069721993206,0.19758613819579976,0.6852489295609101,0.1752161867181597
27.0,0.2551974740119257,0.1977491244347207,0.6857526656032239,0.17613970279573504
28.0,0.2557078925601062,0.19765511305753936,0.685500797582067,0.17571992276047352
29.0,0.2561234792527279,0.1975892848716696,0.6850810175468055,0.17504827470405507
