Epochs,val_class_mae,val_class_mse,val_class_percent_2buckRange,acc
1.0,0.2736401170936983,0.11408296983633469,0.20895522477021858,0.04477611984779586
2.0,0.2736821072315102,0.11411128626830543,0.20895522477021858,0.04477611984779586
3.0,0.2737241543051022,0.11414000547643918,0.20895522477021858,0.04477611984779586
4.0,0.2737658446404471,0.1141684526827798,0.20895522477021858,0.04477611984779586
5.0,0.27380479672061864,0.11419453171651754,0.20895522477021858,0.04477611984779586
6.0,0.2738433133310346,0.11422051333669406,0.20895522477021858,0.04477611984779586
7.0,0.2738810088207473,0.11424571386913755,0.20895522477021858,0.04477611984779586
8.0,0.27391833689675404,0.11427044267974683,0.20895522477021858,0.04477611984779586
9.0,0.2739565234575699,0.11429668184536607,0.20895522477021858,0.04477611984779586
10.0,0.2739936776125609,0.11432202916536759,0.20895522477021858,0.04477611984779586
