Epochs,val_class_mae,val_class_percent_2buckRange,val_class_mse,acc
1.0,0.6898350440469219,0.09263477613053361,0.6552460962565632,0.017463932952354964
2.0,0.6891578885761281,0.12908124387400025,0.6541161822747713,0.023538344417364198
3.0,0.6885157493180005,0.16173120619744719,0.6530650311921162,0.0341685645412385
4.0,0.6879129948811542,0.20273348442989492,0.6521024749011095,0.04479878464248385
5.0,0.6872949735993404,0.24221715870777946,0.6511433691397344,0.05466970317659726
6.0,0.6866857241117873,0.26955201328592765,0.6502118779794683,0.05922551173080345
7.0,0.6860489942580348,0.2923310561983895,0.6492606578628132,0.062262717857900315
8.0,0.685350249821975,0.31966590879650486,0.6482392810652812,0.06757782755494571
9.0,0.6845435759472684,0.33788914117472774,0.6470818301449242,0.07365223924341578
10.0,0.6835962412207074,0.3644646950626156,0.6457371328622895,0.07365223952627761
11.0,0.6824729964872518,0.3857251326062051,0.6441490949784252,0.07441154064648786
12.0,0.6811119485010048,0.39331814516604446,0.6422356723517112,0.07365223882478028
13.0,0.679473011350668,0.40470766901245786,0.6399429012811265,0.07593014296045246
14.0,0.6775002456924276,0.4039483670493193,0.6371938544145206,0.07593014345828927
15.0,0.6751270186928248,0.40926347547348646,0.6339019309098556,0.07668944502542122
16.0,0.672295941442998,0.4107820770237241,0.6299915419397882,0.07896734914129307
17.0,0.668943984271363,0.4206529993764722,0.6253855723997999,0.07896734914129307
18.0,0.6650357431956286,0.42976461659802934,0.6200192100909413,0.08428246011121669
19.0,0.6605148402324842,0.42976461376941105,0.613836492474729,0.08428246011121669
20.0,0.655370712053984,0.4297646160323057,0.6068200480557792,0.0873196656725899
21.0,0.6496374378986403,0.4252088077609613,0.5990117176880688,0.08883826866542288
22.0,0.6432899897896891,0.42369020824732884,0.5904096244362691,0.09111617280109506
23.0,0.6363331706304847,0.42141230269734753,0.5810430015726531,0.09187547394393426
24.0,0.6288116472909735,0.41685649521801627,0.5710515906707573,0.09111617237680232
25.0,0.6208132611094049,0.41305998540232375,0.5605432779705697,0.09111617237680232
26.0,0.612484745732201,0.4138192867997386,0.5497043779969849,0.09035687097090161
27.0,0.6039108397522567,0.4107820816626581,0.5386858107515059,0.09035687082947069
28.0,0.5952324563794364,0.40850417667840044,0.527689940531596,0.08580106241669543
29.0,0.5866598548224774,0.4115413806840336,0.5168709888341486,0.0873196652680975
30.0,0.5783217590735008,0.4107820805312108,0.5063541102517982,0.08504176113242531
31.0,0.570294517477806,0.4115413823812046,0.4962166919568858,0.08428245998958611
32.0,0.5625942118166067,0.4138192867997386,0.48653639238624746,0.08580106269955726
33.0,0.5552215990960462,0.41154138124975725,0.4773506627516395,0.08504176113242531
34.0,0.5481709390312953,0.4107820777025925,0.4687075430729576,0.08276385699675314
35.0,0.5414888353264504,0.4092634773969469,0.46056087063901247,0.08352315856388508
36.0,0.5351335468533008,0.4107820805312108,0.45291518202177394,0.08428245984815519
37.0,0.5291567826777945,0.41154138011830993,0.4458067619900135,0.08428245984815519
38.0,0.5235391727160031,0.41381928453684397,0.4391548658014702,0.08124525428678199
39.0,0.5182753411222789,0.4145785875182851,0.4328908085506254,0.08352315856388508
40.0,0.5133923144166724,0.41609718952110164,0.4270027443121669,0.08428245984815519
41.0,0.5087916825020413,0.41761579095819457,0.4214782424288078,0.08428245928243154
42.0,0.5044488642554258,0.4214122968138215,0.41629697492200496,0.08504176070813256
43.0,0.500305148762288,0.422930900513809,0.4114195814323679,0.08656036355953463
44.0,0.4962827804284107,0.4252088038008957,0.4067516991855886,0.08731966498523566
45.0,0.4924453515715009,0.4282460100694235,0.40233682245355534,0.08959756954520058
46.0,0.4888219760056237,0.4297646126379637,0.3981904683347534,0.08883826826093047
47.0,0.4852976079863314,0.42976461376941105,0.3942095267111909,0.08959756982806241
48.0,0.4819262766349289,0.43052391788229943,0.39045402465349993,0.08883826826093047
49.0,0.4786523329143553,0.4297646160323057,0.38684850676026233,0.09111617239660265
50.0,0.4755189642366715,0.4312832186008459,0.3834380978377552,0.09187547368087276
