Epochs,val_class_mae,val_class_mse,val_class_percent_2buckRange,acc
1.0,0.27401307225227356,0.1143348440527916,0.20895522832870483,0.04477611929178238
2.0,0.27403154969215393,0.1143462285399437,0.20895522832870483,0.04477611929178238
3.0,0.2740500867366791,0.11435851454734802,0.20895522832870483,0.04477611929178238
4.0,0.27407288551330566,0.11437367647886276,0.20895522832870483,0.04477611929178238
5.0,0.2740912139415741,0.11438611894845963,0.20895522832870483,0.04477611929178238
6.0,0.27411237359046936,0.11440082639455795,0.20895522832870483,0.04477611929178238
7.0,0.2741287052631378,0.1144111379981041,0.20895522832870483,0.04477611929178238
8.0,0.2741476595401764,0.11442459374666214,0.20895522832870483,0.04477611929178238
9.0,0.27416643500328064,0.11443673074245453,0.20895522832870483,0.04477611929178238
10.0,0.2741866409778595,0.11445118486881256,0.20895522832870483,0.04477611929178238
