Epochs,val_mean_absolute_error,val_mean_squared_error,val_loss,acc
1.0,2.6618216037750244,7.302070140838623,2.6618216037750244,2.6618216037750244
2.0,2.6560821533203125,7.271315574645996,2.6560821533203125,2.6560821533203125
3.0,2.6502931118011475,7.2402873039245605,2.6502931118011475,2.6502931118011475
4.0,2.644569158554077,7.209720134735107,2.644569158554077,2.644569158554077
5.0,2.6387085914611816,7.178442001342773,2.6387085914611816,2.6387085914611816
6.0,2.632902145385742,7.147574424743652,2.632902145385742,2.632902145385742
7.0,2.6272218227386475,7.117471218109131,2.6272218227386475,2.6272218227386475
8.0,2.621457099914551,7.087008476257324,2.621457099914551,2.621457099914551
9.0,2.6157724857330322,7.05696964263916,2.6157724857330322,2.6157724857330322
10.0,2.610013008117676,7.0266876220703125,2.610013008117676,2.610013008117676
