Epochs,val_class_mae,val_class_percent_2buckRange,val_class_mse,acc
1.0,0.19698580092171178,0.7623205440374278,0.11138293422691649,0.21853748635714884
2.0,0.19575334199028746,0.7629082360867939,0.10953357895246212,0.22223155066745026
3.0,0.19668088702358455,0.7613130719528002,0.10996684981299712,0.22197968264629334
4.0,0.19729873439184956,0.7637477961573169,0.11118364867237991,0.21878935437830577
5.0,0.19629301981480193,0.761816807995114,0.11085054223765735,0.22189572663924104
6.0,0.1959553785167366,0.7620686760162708,0.10955004565134406,0.22013265049114264
7.0,0.19660147950497334,0.7634119721291077,0.11036261545914705,0.21870539837125347
8.0,0.19608592226427016,0.7625724120585847,0.10957193141314457,0.21971287045588112
9.0,0.1958683069722497,0.7628242800847458,0.10923774287463656,0.22038451851229957
10.0,0.19618560863315843,0.7606414238963817,0.11034530407047204,0.22357484678028713
11.0,0.1969734382373181,0.7628242800797416,0.11021942850607347,0.2208042985475611
12.0,0.19567925046437254,0.7631601041079509,0.10910073065700704,0.2214759466039795
13.0,0.19653751603222525,0.7606414238963817,0.11031073038275882,0.22021660649819494
14.0,0.19659337151431885,0.7613130719528002,0.11095132418843202,0.2233229787591302
15.0,0.1961404641747885,0.7629082360867939,0.10965861909979087,0.2211401225757703
16.0,0.19623660024537937,0.7616488959810094,0.11095933794309726,0.21979682646293341
17.0,0.19683468177440475,0.7641675761925785,0.11064317583069475,0.22206363865334564
18.0,0.1970613574002874,0.7608093359104863,0.11060194752909616,0.22004869448409034
19.0,0.19647098618193845,0.7619007640021662,0.11093190865909089,0.22122407858282261
20.0,0.19725065078045578,0.7635798841432123,0.11090200159946743,0.2193770464276719
21.0,0.19572624839900493,0.7624884560515324,0.1085380643040715,0.21979682646293341
22.0,0.19667564959132133,0.762656368065637,0.11044917594422202,0.2216438586180841
23.0,0.19597449006476636,0.7639996641784739,0.11022211447321852,0.2192930904206196
24.0,0.19699001130604563,0.7595499958047017,0.11059844243970328,0.22374275879439173
25.0,0.1962989150386905,0.7628242800797416,0.11063168808628956,0.22013265049114264
26.0,0.1965023585219956,0.7627403240726893,0.10986474766825641,0.21946100243472422
27.0,0.19682269168284405,0.7634959281361601,0.11001682247403247,0.22382671480144403
28.0,0.1958513126626702,0.762656368065637,0.10951191921892078,0.22072034254050876
29.0,0.1960235348141931,0.7639996641784739,0.1092937884381742,0.22046847451935186
30.0,0.19627451534615928,0.7614809839669048,0.11009428859127328,0.2192091344135673
31.0,0.19630974166119652,0.7611451599386955,0.10926305086431451,0.22248341868860716
32.0,0.1964119355160727,0.7620686760162708,0.1107041589292108,0.22197968264629334
33.0,0.19618708448739908,0.7642515321996308,0.10897119646533372,0.2213919905969272
34.0,0.19599576875781363,0.7635798841432123,0.10965173152687367,0.22214759466039796
35.0,0.19583146909494042,0.7644194442137354,0.10994165152906821,0.21962891444882882
36.0,0.19723277488410168,0.7608932919175386,0.11254279260425801,0.2213080345898749
37.0,0.19635280239653122,0.7608932919175386,0.10984052921793201,0.22223155066745026
38.0,0.19662174838194368,0.7619847200092186,0.11046866755130338,0.21803375031483502
39.0,0.19658697885736773,0.7601376878540679,0.11053641080473504,0.22365880278733943
40.0,0.19607887205714472,0.7625724120585847,0.11000198914183346,0.21962891444882882
41.0,0.1964228232244572,0.7629921920938462,0.11004966610578013,0.22197968264629334
42.0,0.19617586586589666,0.7627403240726893,0.1099012699339424,0.22239946268155486
43.0,0.19674539065373034,0.7616488959810094,0.11083038325159028,0.22239946268155486
44.0,0.19703294675452876,0.7632440601150031,0.1100403138193753,0.2209722105616657
45.0,0.1959416682099067,0.7619007640021662,0.11011230619503062,0.22122407858282261
46.0,0.19596433065047883,0.7619847200092186,0.11013687849632789,0.22122407858282261
