Epochs,val_mean_absolute_error,val_mean_squared_error,val_loss,acc
1.0,2.7656180548977543,7.872851916721889,2.7656180548977543,2.7656180548977543
2.0,2.7543975037413757,7.8099325291522135,2.7543975037413757,2.7543975037413757
3.0,2.743306286923297,7.7479996000017435,2.743306286923297,2.743306286923297
4.0,2.732317878054334,7.686896348928476,2.732317878054334,2.732317878054334
5.0,2.7214093332166795,7.626552036830357,2.7214093332166795,2.7214093332166795
6.0,2.71055066121089,7.566792351858957,2.71055066121089,2.71055066121089
7.0,2.699736573479392,7.507531964933717,2.699736573479392,2.699736573479392
8.0,2.6889936428565484,7.448945082627334,2.6889936428565484,2.6889936428565484
9.0,2.678272058437397,7.390826429639544,2.678272058437397,2.678272058437397
10.0,2.667638939696473,7.333454441714596,2.667638939696473,2.667638939696473
