Epochs,val_class_mae,val_class_percent_2buckRange,val_class_mse,acc
1.0,0.4226403684962778,0.0894131475107044,0.35875940690181907,0.019141969607925448
2.0,0.42140791743640965,0.10410544874485769,0.35716943549285174,0.02266812190412224
3.0,0.4204056724354258,0.12207203425405087,0.35591478796552106,0.02485097808748216
4.0,0.4195676566211155,0.13584081941062884,0.3548954899810882,0.026949878263789775
5.0,0.4187888514634274,0.14835026446142222,0.3540019640022997,0.029384602468306608
6.0,0.41802167172856697,0.1624548736462094,0.35316019789436565,0.033834270842078754
7.0,0.41723493568523534,0.17336915456300897,0.3523207941940835,0.03694064310301402
8.0,0.4164200703429791,0.18747376374779615,0.3514680737822975,0.04013097137100159
9.0,0.415564768200867,0.19964738477038033,0.3505849819341081,0.042565695575518425
10.0,0.41466261629753637,0.21089748971538913,0.34966983037334814,0.045084375787087565
11.0,0.41371018916991503,0.22281924271681638,0.34871922078956114,0.047854924019813616
12.0,0.4126964270863402,0.23398539165852603,0.3477172714448297,0.0511292082948535
13.0,0.4116358803757972,0.24699857275163323,0.34667372848673117,0.05448744857694568
14.0,0.41051164664025974,0.25623373352738676,0.34557525488683954,0.05683821677441021
15.0,0.4093178449815211,0.2642935102081611,0.34441694696087066,0.05784568885903786
16.0,0.40805191441653565,0.2778104273510884,0.3431930893985363,0.061119973137830866
17.0,0.4066961858486931,0.2878011921828064,0.34189185300728864,0.06431030140581845
18.0,0.40525376374370636,0.29947107716307675,0.3405222014629834,0.06758458568085832
19.0,0.4037094701798674,0.3108890941221902,0.33907176035896336,0.0690957938077998
20.0,0.4020630537577855,0.3224750230954082,0.33753578473314433,0.07228612207578738
21.0,0.4003150900068196,0.3368315003013523,0.3359181421368141,0.07556040635082725
22.0,0.3984618832788603,0.3485853412886749,0.3342187725599902,0.0781630425694487
23.0,0.39650120454734883,0.3587440181420038,0.3324417124846632,0.08051381076691323
24.0,0.3944226617066889,0.36923851901853766,0.3305865440527985,0.08244479893286936
25.0,0.39223066555063546,0.38141214004112184,0.3286592259974316,0.08538325917970002
26.0,0.38991606600808415,0.39131894887329377,0.32667102186998703,0.08806985140537377
