Epochs,val_class_mae,val_class_percent_2buckRange,val_class_mse,acc
1.0,0.19808601708548684,0.7542607673616576,0.09919858042373735,0.22063638653345646
2.0,0.19830470502841943,0.756275711534666,0.09912667485100528,0.22030056250524724
3.0,0.1981214688007602,0.7545126353865677,0.09909773356577639,0.21971287045588112
4.0,0.19818056679104248,0.7571152716051891,0.09933668948492909,0.2209722105616657
5.0,0.19836328392634914,0.7560238435135092,0.09893291328928351,0.22030056250524724
6.0,0.19799048077818948,0.7563596675417184,0.09875637182269827,0.2208882545546134
7.0,0.19792864128700802,0.7571992276122413,0.09879189986404369,0.22214759466039796
8.0,0.19813891886744028,0.7564436235487706,0.09900359189757552,0.22046847451935186
9.0,0.1979244152596451,0.7564436235487706,0.09872023123616326,0.22181177063218874
10.0,0.19792486346545624,0.7556880194852998,0.09897963547924786,0.2230711107379733
11.0,0.19812813778786703,0.7568634035840321,0.099027461768818,0.22122407858282261
12.0,0.19803335074963674,0.7571152716051891,0.09908354973454749,0.2208042985475611
13.0,0.1980800188545536,0.7561917555276138,0.0990189995981666,0.22214759466039796
14.0,0.19817097969093608,0.7566954915699275,0.09916684241661566,0.22231550667450256
15.0,0.19795379053884804,0.7563596675417184,0.09904691159860302,0.22357484678028713
16.0,0.19820821968316732,0.7573671396263459,0.09887652236622053,0.2213919905969272
17.0,0.19827915497024737,0.7561917555276138,0.09912114044389139,0.22197968264629334
18.0,0.19807167500244982,0.7571152716051891,0.0989092800126009,0.22239946268155486
19.0,0.19821273795644218,0.7577869196616075,0.09876101478983079,0.22248341868860716
20.0,0.19816421717843183,0.7564436235487706,0.09886743445689067,0.2209722105616657
21.0,0.19830696196822714,0.7561077995205614,0.09895368780239874,0.22172781462513644
22.0,0.19838226995483352,0.7566115355628752,0.09895329531299388,0.22181177063218874
23.0,0.19806088981195258,0.7563596675417184,0.09903495970886067,0.221056166568718
24.0,0.19805147473512455,0.7574510956333983,0.0988614225070309,0.22197968264629334
25.0,0.19787167691882196,0.7571992276122413,0.09890100509291101,0.2208882545546134
26.0,0.19840529601576545,0.7569473595910845,0.09923578420080492,0.222987154730921
27.0,0.19800029152957532,0.7569473595910845,0.0988147555180435,0.2225673746956595
28.0,0.1982150749354146,0.7570313155981367,0.0993846403407506,0.22172781462513644
29.0,0.1984301530442123,0.7557719754923522,0.09870134720763475,0.22248341868860716
30.0,0.19805312991372465,0.7571992276122413,0.0988615876220554,0.22223155066745026
31.0,0.1979968259956282,0.7574510956333983,0.0988820671194517,0.2216438586180841
32.0,0.19835856671237634,0.7568634035840321,0.09894365681758026,0.222987154730921
33.0,0.19825878057789317,0.7577029636545553,0.09922697217375773,0.22181177063218874
34.0,0.197994935228306,0.7589623037603398,0.09873048858952437,0.22197968264629334
35.0,0.19837791114187334,0.7573671396263459,0.09918845795522198,0.22206363865334564
36.0,0.19803391112137098,0.7581227436898167,0.09895413461705117,0.22214759466039796
37.0,0.19802780094469796,0.7570313155981367,0.09915505194882183,0.2216438586180841
38.0,0.19837753089016125,0.7577029636545553,0.09922812220161722,0.22122407858282261
39.0,0.19794844678552992,0.7573671396263459,0.09917804435171995,0.22206363865334564
40.0,0.19800134514963663,0.7575350516404505,0.09888034941127063,0.2234069347661825
41.0,0.19781541514833031,0.7578708756686598,0.09900940912775304,0.22239946268155486
42.0,0.1979324724004467,0.7572831836192937,0.09888243816599679,0.22197968264629334
43.0,0.19830783977685493,0.7557719754923522,0.09907673219621216,0.2213080345898749
44.0,0.19796668003452345,0.7578708756686598,0.09902186658358196,0.22265133070271179
45.0,0.1985440519682537,0.7568634035840321,0.09918329073894175,0.22248341868860716
46.0,0.19837779748220608,0.7571152716051891,0.09906153963981493,0.22239946268155486
47.0,0.19809335783960916,0.7581227436898167,0.09917883668415453,0.2230711107379733
48.0,0.19843346822543045,0.7568634035840321,0.09909661067802193,0.2211401225757703
49.0,0.1978548986016428,0.7573671396263459,0.09873166134881689,0.2216438586180841
50.0,0.1979100731866164,0.7581227436898167,0.09896518731785806,0.22072034254050876
51.0,0.19811856095130914,0.7566115355628752,0.09892584957841082,0.22181177063218874
52.0,0.19833181714012765,0.7571992276122413,0.09912410991967109,0.22197968264629334
53.0,0.19807856806118615,0.7588783477532874,0.09899542480769721,0.22214759466039796
54.0,0.19800447500149376,0.7577869196616075,0.09921343276176632,0.2211401225757703
55.0,0.1980462239192141,0.7571992276122413,0.09910328998622521,0.2216438586180841
56.0,0.19799821325858108,0.7564436235487706,0.09908838260735266,0.2213080345898749
57.0,0.19825099009669264,0.7577029636545553,0.09923192474125675,0.22281924271681638
58.0,0.19802611169021603,0.7583746117109736,0.09912178459290383,0.22223155066745026
59.0,0.1978766748641162,0.7577869196616075,0.09917878715039781,0.2214759466039795
60.0,0.1979730376047508,0.7580387876827644,0.09919209441903676,0.22013265049114264
61.0,0.1980491344508992,0.7572831836192937,0.09914672517594338,0.2213080345898749
62.0,0.1978436895531137,0.758206699696869,0.09928216360776493,0.22197968264629334
63.0,0.19818039883615268,0.7582906557039213,0.0991878727728229,0.2234069347661825
64.0,0.19817145710857775,0.7573671396263459,0.09920238183743907,0.22265133070271179
65.0,0.1982051189930991,0.7571152716051891,0.098942103221088,0.2230711107379733
66.0,0.19816304291538683,0.7568634035840321,0.09919813442976846,0.22265133070271179
67.0,0.19809657247208015,0.7573671396263459,0.09951838322534898,0.22189572663924104
68.0,0.19796725758806843,0.7569473595910845,0.09906137397433196,0.2214759466039795
69.0,0.19806837979787023,0.756527579555823,0.09898256397339392,0.22281924271681638
70.0,0.19813254413541884,0.7575350516404505,0.099252415080183,0.22214759466039796
71.0,0.1980351433702124,0.7578708756686598,0.09909726382953256,0.22214759466039796
72.0,0.19856982386369426,0.7571152716051891,0.09934257883017134,0.22357484678028713
73.0,0.19807037443670716,0.759046259767392,0.09899109136336658,0.22248341868860716
