Epochs,val_class_mae,val_class_mse,val_class_percent_2buckRange,acc
1.0,0.29490800301100484,0.24759899767747645,0.6044832507803461,0.14356477206319398
2.0,0.2943472475571593,0.2474015026686624,0.6092687431823276,0.14566367223574847
3.0,0.29389667589551766,0.24673406920758514,0.6111157753374783,0.14264125598561864
4.0,0.2938263216623981,0.2464103212825758,0.6111997313445305,0.14507598018638235
5.0,0.2931558757722653,0.24597081562782372,0.6119553354080013,0.14557971623244928
6.0,0.29255293495718515,0.24596774879845812,0.6124590714503151,0.1444882881370162
7.0,0.2926202433734404,0.24587075511731246,0.6164050037817734,0.1444882881370162
8.0,0.2916070585356543,0.2454767871409437,0.6140542355843089,0.1456636722395016
9.0,0.29197874342741686,0.24523260625240814,0.6134665435349428,0.14373268407354547
10.0,0.29028119044363543,0.24504871379817705,0.6192595080215518,0.14415246410880697
11.0,0.29091920025772416,0.24463454877966928,0.6161531357606165,0.14675510032742842
12.0,0.2902049605066355,0.2443363502898131,0.620434892120284,0.1440685081055078
13.0,0.28986552959424844,0.24422141476488565,0.6202669801061794,0.14390059608765007
14.0,0.2891905056560543,0.244190276684944,0.6195113760427087,0.14415246410880697
15.0,0.2894812618722324,0.24387481514167128,0.6231214843459578,0.1419696079292002
16.0,0.2883262180599475,0.24367748540551304,0.619595332049761,0.14843422047222765
17.0,0.2892382296103893,0.24325190330270297,0.6238770884094286,0.1462513642851146
18.0,0.28698950483500535,0.24332838513450633,0.6211904961837548,0.14448828814076933
19.0,0.28845778850511866,0.2431023819712185,0.6258080765716315,0.14415246410880697
20.0,0.2869400405961854,0.24278273324543678,0.6258920325786839,0.14507598019013546
21.0,0.28666823411826553,0.24233001428030368,0.6271513726844684,0.1475946604017046
22.0,0.28633787577743347,0.24234535328117468,0.6256401645575269,0.14700696835233848
23.0,0.28682663186292445,0.24226896513740417,0.6268155486562592,0.14826630845812303
24.0,0.28613225903902173,0.2420738435103825,0.6251364285152131,0.14348081605614169
25.0,0.285033207167487,0.24178932100627015,0.6288304928255145,0.14734279238054768
26.0,0.2845104199274092,0.24178462371889425,0.6308454369947698,0.14835026446517535
27.0,0.28363232095779395,0.24152570394432402,0.6327764251569729,0.14902191252159377
28.0,0.2842036123870652,0.241264177423592,0.629502140881933,0.15061707665558757
29.0,0.28486771239670705,0.2412496568293728,0.6339518092557052,0.14910586852864607
30.0,0.28431895940472546,0.2408890135341683,0.6315170850511883,0.14658718831707696
31.0,0.284148637888744,0.2406111312807282,0.637477961551902,0.15246410881073827
32.0,0.2822080136656551,0.24032647360403045,0.6373940055448496,0.14969356057801222
33.0,0.2820833688438434,0.24015801711643325,0.6386533456506341,0.15061707665558757
34.0,0.28343404677500506,0.2398489465562175,0.6379816975942157,0.1511208126979014
35.0,0.28155364579192016,0.2396867287298082,0.6397447737423141,0.15238015280368597
36.0,0.282527330289829,0.2395932065450758,0.6399126857564187,0.1552346570434643
37.0,0.28088796792808185,0.23906560766737964,0.6394929057211572,0.1547309210011505
38.0,0.27985832096397223,0.23910144611226053,0.6404164218024857,0.15187641676137215
39.0,0.2816138005448813,0.2387395295015101,0.6409201578410464,0.15363949290947054
40.0,0.2800185677537029,0.23846046028444662,0.6431869700314586,0.15590630509988276
41.0,0.2810435654454283,0.23830137997127562,0.6406682898198894,0.15389136093062744
42.0,0.28172265147694453,0.23839717551449086,0.6439425740949294,0.15766938124798116
43.0,0.27876464790245437,0.23821162044046187,0.6433548820455632,0.15741751322682423
44.0,0.2777660331050712,0.23783672465434172,0.6470489463596177,0.15901267736081803
45.0,0.2783878486809608,0.23836965833039742,0.6445302661480486,0.15414322895178437
46.0,0.2773596468455004,0.23778560341540456,0.6444463101409963,0.1589287213537657
47.0,0.27990546372423003,0.2375116531218983,0.6450340021866093,0.15918058937492263
48.0,0.28070777987425,0.23741222150519337,0.6415918059012179,0.15817311729029498
49.0,0.28068684718438913,0.2371388044908559,0.643858618087877,0.15590630509988276
50.0,0.27790965198539747,0.23662711827183097,0.645453782225624,0.15901267736081803
51.0,0.27883877411225755,0.23640372473210153,0.6436907060775255,0.1567458651704058
52.0,0.2758626277165913,0.2366266093329352,0.6479724624371931,0.1569977331915627
53.0,0.2752069908609199,0.2366427621366235,0.6455377382326762,0.1588447653467134
54.0,0.27701285798466985,0.23626202928380396,0.64604147427499,0.15909663336787033
55.0,0.277666522982979,0.23635470359233932,0.6472168583737223,0.1587608093396611
56.0,0.27605806043772363,0.2354904121730482,0.6480564184404922,0.15909663336787033
57.0,0.27426615844054325,0.23577231666661663,0.6481403744512977,0.16279069767817173
58.0,0.2746220681181123,0.23556947907796186,0.6476366384089839,0.15825707329734728
59.0,0.2778241674902657,0.23534186099960946,0.6502392746276053,0.15741751322682423
60.0,0.2766839445773245,0.2349186702535631,0.6498194945923438,0.16002014944544568
61.0,0.2739307226006565,0.23476853664210998,0.6500713626135007,0.16354630174164247
62.0,0.27798167364732035,0.23562322554845733,0.6505750986558145,0.1602720174666026
63.0,0.2755485404179285,0.2348586093988099,0.6513307027192853,0.16010410545249798
64.0,0.27393957057514434,0.23424665304968134,0.6495676265711868,0.16002014944544568
65.0,0.2740308428309084,0.23400865602669432,0.6514146587263376,0.16530937788974087
66.0,0.27634298172398203,0.23472735923039764,0.6520023507757037,0.16111157753712563
67.0,0.27329927603810733,0.23430469207044674,0.654017294944959,0.16279069767817173
68.0,0.27324978778428527,0.23347153558847977,0.6524221308109652,0.16556124591089777
69.0,0.2726284773591363,0.23311408677896597,0.6532616908814883,0.16354630174164247
70.0,0.273956723942203,0.2332210429278622,0.6532616908814883,0.1640500377839563
71.0,0.2710487086780325,0.23315009391434938,0.6530098228603314,0.16321047771343325
72.0,0.27397167133690475,0.23247081084371904,0.6544370749802205,0.16144740156533485
73.0,0.27633430833991074,0.23287392793539619,0.6544370749802205,0.16018806145955028
74.0,0.2732801369421329,0.232756035087311,0.6526739988321222,0.16371421375574707
75.0,0.2731942224538593,0.23265985599463698,0.6572915792199989,0.16371421375574707
76.0,0.27162160785639977,0.23240423249553827,0.656200151128319,0.16346234573459018
77.0,0.27213088868196983,0.23261175797874567,0.6556124590789528,0.16287465368522402
78.0,0.2737554536639628,0.2318787400472896,0.6569557551917897,0.16363025774869477
