Epochs,val_mean_absolute_error,val_mean_squared_error,val_loss,acc
1.0,0.29854857389657286,0.25160592663309134,0.29854857389657286,0.29854857389657286
2.0,0.2874425265623094,0.24524967755361404,0.2874425265623094,0.2874425265623094
3.0,0.28106267727369144,0.23870113768742512,0.28106267727369144,0.28106267727369144
4.0,0.27872562122709277,0.2339397484760182,0.27872562122709277,0.27872562122709277
5.0,0.27542213479454314,0.2289355499759828,0.27542213479454314,0.27542213479454314
6.0,0.2715867456196037,0.22708322300327263,0.2715867456196037,0.2715867456196037
7.0,0.26997280127855444,0.22701975616417128,0.26997280127855444,0.26997280127855444
8.0,0.2681420988744717,0.22513097793867182,0.2681420988744717,0.2681420988744717
9.0,0.2664908056655085,0.22356752024050394,0.2664908056655085,0.2664908056655085
10.0,0.2645460798161705,0.22178433558901053,0.2645460798161705,0.2645460798161705
11.0,0.26569331864767814,0.21737569901817302,0.26569331864767814,0.26569331864767814
12.0,0.26321470557807647,0.21812975271534193,0.26321470557807647,0.26321470557807647
13.0,0.2615720240668059,0.2160360512315311,0.2615720240668059,0.2615720240668059
14.0,0.2609078248095006,0.2170455277831816,0.2609078248095006,0.2609078248095006
15.0,0.26076331109386497,0.2173804737725713,0.26076331109386497,0.26076331109386497
16.0,0.2622311404705968,0.21790382663375554,0.2622311404705968,0.2622311404705968
17.0,0.25808575338555084,0.21356614610978894,0.25808575338555084,0.25808575338555084
18.0,0.25775719363776894,0.20949464746400678,0.25775719363776894,0.25775719363776894
19.0,0.2577524381594257,0.2137756756571836,0.2577524381594257,0.2577524381594257
20.0,0.2581638506778731,0.21413845454112237,0.2581638506778731,0.2581638506778731
21.0,0.25522167338010654,0.20931986372143183,0.25522167338010654,0.25522167338010654
22.0,0.25366365467458174,0.20650354375537783,0.25366365467458174,0.25366365467458174
23.0,0.2539050053158011,0.2077332635753932,0.2539050053158011,0.2539050053158011
24.0,0.25456734741377635,0.2044169395829256,0.25456734741377635,0.25456734741377635
25.0,0.25215081798620964,0.20495460934867568,0.25215081798620964,0.25215081798620964
26.0,0.25411021153479074,0.20972965460671916,0.25411021153479074,0.25411021153479074
27.0,0.2546300995776239,0.2111079475572113,0.2546300995776239,0.2546300995776239
28.0,0.25190005621895284,0.20444314721629278,0.25190005621895284,0.25190005621895284
29.0,0.24994657652352661,0.20176989753614014,0.24994657652352661,0.24994657652352661
30.0,0.2494173869184118,0.20206973910952242,0.2494173869184118,0.2494173869184118
31.0,0.24909493204288485,0.2012971344237143,0.24909493204288485,0.24909493204288485
32.0,0.24906778659090748,0.20327983868406338,0.24906778659090748,0.24906778659090748
33.0,0.2486487224944522,0.20217014984924,0.2486487224944522,0.2486487224944522
34.0,0.2479821458595264,0.20178892409963617,0.2479821458595264,0.2479821458595264
35.0,0.248424620597231,0.19948318898903014,0.248424620597231,0.248424620597231
36.0,0.24696748102655058,0.20113268787975366,0.24696748102655058,0.24696748102655058
37.0,0.24960850674983345,0.20176851618686278,0.24960850674983345,0.24960850674983345
38.0,0.24720670398061698,0.20258243453036268,0.24720670398061698,0.24720670398061698
39.0,0.24713028677514093,0.20089133456881067,0.24713028677514093,0.24713028677514093
40.0,0.2460721797290972,0.19891418012591075,0.2460721797290972,0.2460721797290972
41.0,0.24590390819554844,0.19745093262292668,0.24590390819554844,0.24590390819554844
42.0,0.24546763772538524,0.19836285066548567,0.24546763772538524,0.24546763772538524
43.0,0.2455860364197904,0.195453576646647,0.2455860364197904,0.2455860364197904
44.0,0.24506350995941634,0.19931961312776209,0.24506350995941634,0.24506350995941634
45.0,0.24499625029376548,0.19881384905755153,0.24499625029376548,0.24499625029376548
46.0,0.24395275360170193,0.19668195679584904,0.24395275360170193,0.24395275360170193
47.0,0.2441626212757227,0.19512549242493127,0.2441626212757227,0.2441626212757227
48.0,0.2440333058712775,0.1961118036934415,0.2440333058712775,0.2440333058712775
49.0,0.24256103243558397,0.19511709640437636,0.24256103243558397,0.24256103243558397
50.0,0.24345913423808113,0.19783001850273055,0.24345913423808113,0.24345913423808113
51.0,0.24735068755970124,0.1932356550797899,0.24735068755970124,0.24735068755970124
52.0,0.24313328198287282,0.19712149118328262,0.24313328198287282,0.24313328198287282
53.0,0.24227418357384575,0.1925791544171527,0.24227418357384575,0.24227418357384575
54.0,0.2420755033153359,0.195560155132237,0.2420755033153359,0.2420755033153359
55.0,0.24307242557300088,0.1959795270150479,0.24307242557300088,0.24307242557300088
56.0,0.24090856129051647,0.19342002509177936,0.24090856129051647,0.24090856129051647
57.0,0.2411562518322461,0.19500887499414257,0.2411562518322461,0.2411562518322461
58.0,0.24070735763526666,0.19276845373851947,0.24070735763526666,0.24070735763526666
59.0,0.2405117787298773,0.1932574181174984,0.2405117787298773,0.2405117787298773
60.0,0.23929434870604693,0.1935551276225786,0.23929434870604693,0.23929434870604693
61.0,0.2392973586330185,0.1932418686488285,0.2392973586330185,0.2392973586330185
62.0,0.23908659241559993,0.19126742607339606,0.23908659241559993,0.23908659241559993
63.0,0.23932556102031846,0.1921709613339265,0.23932556102031846,0.23932556102031846
64.0,0.23808019069497965,0.1911392005742342,0.23808019069497965,0.23808019069497965
65.0,0.24013437379138133,0.19302329081135286,0.24013437379138133,0.24013437379138133
66.0,0.238148625859705,0.1898664116356517,0.238148625859705,0.238148625859705
67.0,0.23769483488919743,0.19100381298100616,0.23769483488919743,0.23769483488919743
68.0,0.23871617388859392,0.18871447227031415,0.23871617388859392,0.23871617388859392
69.0,0.23802746263521962,0.19022331573272389,0.23802746263521962,0.23802746263521962
70.0,0.23723350510460314,0.19048558709133223,0.23723350510460314,0.23723350510460314
71.0,0.23881720011344976,0.19157818834764231,0.23881720011344976,0.23881720011344976
72.0,0.23825740475426813,0.1916952962281772,0.23825740475426813,0.23825740475426813
73.0,0.23716383986034317,0.18643056592090776,0.23716383986034317,0.23716383986034317
74.0,0.2368326983647206,0.18760107379447663,0.2368326983647206,0.2368326983647206
75.0,0.23564398637517314,0.18654666203624226,0.23564398637517314,0.23564398637517314
76.0,0.23541248382393895,0.18634697564972727,0.23541248382393895,0.23541248382393895
77.0,0.23624633957332652,0.18862011225525194,0.23624633957332652,0.23624633957332652
78.0,0.23646840773414637,0.1897832176883198,0.23646840773414637,0.23646840773414637
79.0,0.2351419801811519,0.1867367058789717,0.2351419801811519,0.2351419801811519
80.0,0.2363260945713537,0.18796886483929978,0.2363260945713537,0.2363260945713537
81.0,0.23594338762931305,0.1851112674344708,0.23594338762931305,0.23594338762931305
82.0,0.234594975095003,0.18581397338529426,0.234594975095003,0.234594975095003
83.0,0.2355752971363292,0.18519596237323013,0.2355752971363292,0.2355752971363292
84.0,0.23524203009533748,0.18826000383804792,0.23524203009533748,0.23524203009533748
85.0,0.2339125833551586,0.18548104268444063,0.2339125833551586,0.2339125833551586
86.0,0.234616839585962,0.18530809478218915,0.234616839585962,0.234616839585962
87.0,0.2337080036579997,0.18401099081534242,0.2337080036579997,0.2337080036579997
88.0,0.2335272755043181,0.1839642705745015,0.2335272755043181,0.2335272755043181
89.0,0.2336927533560061,0.18541892889104256,0.2336927533560061,0.2336927533560061
