Epochs,val_mean_absolute_error,val_mean_squared_error,val_loss,acc
1.0,0.21255560295522416,0.16660585359572094,0.21255560295522416,0.21255560295522416
2.0,0.21311530567204012,0.16543177421958943,0.21311530567204012,0.21311530567204012
3.0,0.21247967644057922,0.16622479866018264,0.21247967644057922,0.21247967644057922
4.0,0.21257044940608769,0.16647346526846296,0.21257044940608769,0.21257044940608769
5.0,0.21283679766408298,0.16661922651077007,0.21283679766408298,0.21283679766408298
6.0,0.21302177773745354,0.16729526924158558,0.21302177773745354,0.21302177773745354
7.0,0.212662374040345,0.16598075499829681,0.212662374040345,0.212662374040345
8.0,0.21291963575842174,0.16646153511980405,0.21291963575842174,0.21291963575842174
9.0,0.212953188018388,0.1666087702670538,0.212953188018388,0.212953188018388
10.0,0.21294951062832282,0.16738280516717202,0.21294951062832282,0.21294951062832282
11.0,0.2139172726776628,0.16571300669147085,0.2139172726776628,0.2139172726776628
12.0,0.21256804688716396,0.16634232383370173,0.21256804688716396,0.21256804688716396
13.0,0.21318529023671612,0.16776267485887936,0.21318529023671612,0.21318529023671612
14.0,0.21223670709275982,0.16572938449241537,0.21223670709275982,0.21223670709275982
15.0,0.21245298688801217,0.16547407980153842,0.21245298688801217,0.21245298688801217
16.0,0.21280814305134896,0.16545219863872987,0.21280814305134896,0.21280814305134896
17.0,0.21266463983303788,0.16644417810101117,0.21266463983303788,0.21266463983303788
18.0,0.2125452219158944,0.1652098347625269,0.2125452219158944,0.2125452219158944
19.0,0.21300627493549998,0.1668110268899711,0.21300627493549998,0.21300627493549998
20.0,0.21293449063476114,0.1669236388661112,0.21293449063476114,0.21293449063476114
21.0,0.21279660207933235,0.16692714432673156,0.21279660207933235,0.21279660207933235
22.0,0.21242118426185908,0.16578112599876,0.21242118426185908,0.21242118426185908
23.0,0.21273155045083106,0.1666661219635235,0.21273155045083106,0.21273155045083106
24.0,0.213337474276966,0.1675951676290892,0.213337474276966,0.213337474276966
25.0,0.21254770457744598,0.1662120831440943,0.21254770457744598,0.21254770457744598
26.0,0.21261590222423182,0.16662497252308062,0.21261590222423182,0.21261590222423182
27.0,0.2129721979919882,0.1672741533035661,0.2129721979919882,0.2129721979919882
28.0,0.2126562447064319,0.1665946171169455,0.2126562447064319,0.2126562447064319
29.0,0.21239465019942327,0.1652803534047431,0.21239465019942327,0.21239465019942327
30.0,0.21279339959363874,0.1664819082535007,0.21279339959363874,0.21279339959363874
31.0,0.2131202309139104,0.16741488530052936,0.2131202309139104,0.2131202309139104
32.0,0.2124811400871578,0.16639427942308513,0.2124811400871578,0.2124811400871578
33.0,0.21280998504232118,0.16531026224932002,0.21280998504232118,0.21280998504232118
34.0,0.212839584464626,0.16637180880216557,0.212839584464626,0.212839584464626
35.0,0.21289211423191204,0.16520592109355106,0.21289211423191204,0.21289211423191204
36.0,0.21279385267906017,0.16689450928878313,0.21279385267906017,0.21279385267906017
37.0,0.21263080465789075,0.16581461680418935,0.21263080465789075,0.21263080465789075
38.0,0.21243690932576945,0.16610847928264763,0.21243690932576945,0.21243690932576945
39.0,0.21270003958476638,0.16588140280471642,0.21270003958476638,0.21270003958476638
40.0,0.21233007474492466,0.1659164385294089,0.21233007474492466,0.21233007474492466
41.0,0.21286544091248522,0.16665218664370776,0.21286544091248522,0.21286544091248522
42.0,0.2131045411984564,0.16599919443922426,0.2131045411984564,0.2131045411984564
43.0,0.21336515970491285,0.16511837646617392,0.21336515970491285,0.21336515970491285
44.0,0.21246104804496432,0.16592771660560618,0.21246104804496432,0.21246104804496432
45.0,0.2123997760174981,0.16576332557760817,0.2123997760174981,0.2123997760174981
46.0,0.21318601285801408,0.16542332232304516,0.21318601285801408,0.21318601285801408
47.0,0.2126283847892316,0.16574787924093817,0.2126283847892316,0.2126283847892316
48.0,0.21301333203532025,0.16659502065699788,0.21301333203532025,0.21301333203532025
49.0,0.2124814222258232,0.1665105766352137,0.2124814222258232,0.2124814222258232
50.0,0.2132407521262918,0.16781404056859453,0.2132407521262918,0.2132407521262918
51.0,0.21299984852775233,0.16585855532441815,0.21299984852775233,0.21299984852775233
52.0,0.21241450819306248,0.16620008547189186,0.21241450819306248,0.21241450819306248
53.0,0.2126482533140072,0.16551197817872892,0.2126482533140072,0.2126482533140072
54.0,0.21308557435547096,0.16710459857969376,0.21308557435547096,0.21308557435547096
55.0,0.213042646142048,0.1672355006153126,0.213042646142048,0.213042646142048
56.0,0.21237337444446622,0.16570498987241655,0.21237337444446622,0.21237337444446622
57.0,0.21255492071556292,0.1666233109033246,0.21255492071556292,0.21255492071556292
58.0,0.2124301828656554,0.1657157700272194,0.2124301828656554,0.2124301828656554
59.0,0.2124961080428492,0.166789366462303,0.2124961080428492,0.2124961080428492
60.0,0.21265906147933722,0.16636267309946767,0.21265906147933722,0.21265906147933722
61.0,0.2130040182881185,0.16649359071569872,0.2130040182881185,0.2130040182881185
62.0,0.21262094052561611,0.1658369494172025,0.21262094052561611,0.21262094052561611
63.0,0.21269375460201817,0.16617547274245173,0.21269375460201817,0.21269375460201817
64.0,0.21288083104034847,0.16677677309506858,0.21288083104034847,0.21288083104034847
65.0,0.2127013800289523,0.16686797072383308,0.2127013800289523,0.2127013800289523
66.0,0.21308036772027675,0.1650010763553101,0.21308036772027675,0.21308036772027675
67.0,0.2136685365266154,0.16814629563664293,0.2136685365266154,0.2136685365266154
68.0,0.2126698946717031,0.1659070950209777,0.2126698946717031,0.2126698946717031
69.0,0.21300249463730142,0.16581664704914303,0.21300249463730142,0.21300249463730142
70.0,0.21246235501396651,0.16601237118493564,0.21246235501396651,0.21246235501396651
71.0,0.21280834397046727,0.16620161088333016,0.21280834397046727,0.21280834397046727
72.0,0.21257133600534076,0.1666910189797995,0.21257133600534076,0.21257133600534076
73.0,0.21226054391748964,0.16577562284377784,0.21226054391748964,0.21226054391748964
74.0,0.21264681947825298,0.16669159019121474,0.21264681947825298,0.21264681947825298
75.0,0.21218702179504104,0.1659922514758372,0.21218702179504104,0.21218702179504104
76.0,0.21275261351991034,0.16553949276336066,0.21275261351991034,0.21275261351991034
77.0,0.21298597207786737,0.16711944291285233,0.21298597207786737,0.21298597207786737
78.0,0.21302981338559016,0.16605104974900736,0.21302981338559016,0.21302981338559016
79.0,0.2142710790984664,0.16593132024016635,0.2142710790984664,0.2142710790984664
80.0,0.21229911965419693,0.16587166938776296,0.21229911965419693,0.21229911965419693
81.0,0.21253544863025786,0.16605786192338925,0.21253544863025786,0.21253544863025786
82.0,0.21261256100016884,0.1658645942325418,0.21261256100016884,0.21261256100016884
83.0,0.21270685760001803,0.1658931163190299,0.21270685760001803,0.21270685760001803
84.0,0.21276689364162857,0.1670499546584429,0.21276689364162857,0.21276689364162857
85.0,0.21279080986931279,0.16587156883822438,0.21279080986931279,0.21279080986931279
86.0,0.2126333246460293,0.16586554127459452,0.2126333246460293,0.2126333246460293
87.0,0.21233886228389004,0.16475713853687105,0.21233886228389004,0.21233886228389004
88.0,0.2128077799368603,0.16612069995010384,0.2128077799368603,0.2128077799368603
89.0,0.2127761658112465,0.16534201653526168,0.2127761658112465,0.2127761658112465
90.0,0.21240332635943543,0.16637551845729737,0.21240332635943543,0.21240332635943543
91.0,0.2126283337772686,0.16564848155177175,0.2126283337772686,0.2126283337772686
92.0,0.21235355446040743,0.16603366971815117,0.21235355446040743,0.21235355446040743
93.0,0.21216200941095972,0.165524923702799,0.21216200941095972,0.21216200941095972
94.0,0.21266387721269292,0.1648152098442244,0.21266387721269292,0.21266387721269292
95.0,0.2122735790412387,0.16523343590419412,0.2122735790412387,0.2122735790412387
96.0,0.21248186065380725,0.16638983862765755,0.21248186065380725,0.21248186065380725
97.0,0.2125503620825008,0.16607242492628035,0.2125503620825008,0.2125503620825008
98.0,0.21259133640170869,0.1661398093885299,0.21259133640170869,0.21259133640170869
99.0,0.21289628025990287,0.1663900984868481,0.21289628025990287,0.21289628025990287
100.0,0.2126076575205688,0.16535649498086458,0.2126076575205688,0.2126076575205688
101.0,0.21228814843196114,0.16540346559478603,0.21228814843196114,0.21228814843196114
102.0,0.21289089116908697,0.16624704872096116,0.21289089116908697,0.21289089116908697
103.0,0.212629093019488,0.16618830493777798,0.212629093019488,0.212629093019488
104.0,0.2123582612860561,0.16554697552258726,0.2123582612860561,0.2123582612860561
105.0,0.21276944221630437,0.16688550596071225,0.21276944221630437,0.21276944221630437
106.0,0.21263669212424924,0.16624627095289718,0.21263669212424924,0.21263669212424924
107.0,0.21222266239125087,0.16564780966753898,0.21222266239125087,0.21222266239125087
108.0,0.21240490586835198,0.16534913171220184,0.21240490586835198,0.21240490586835198
109.0,0.21253454104808403,0.16611434998236577,0.21253454104808403,0.21253454104808403
110.0,0.21237737235403098,0.16622608572530878,0.21237737235403098,0.21237737235403098
111.0,0.21223546031787396,0.16578449979396137,0.21223546031787396,0.21223546031787396
112.0,0.2135353474652826,0.16812136128952904,0.2135353474652826,0.2135353474652826
113.0,0.21296502815289567,0.1665882254398427,0.21296502815289567,0.21296502815289567
114.0,0.21248228249440132,0.16684278240374237,0.21248228249440132,0.21248228249440132
115.0,0.212354760247181,0.16585972126447213,0.212354760247181,0.212354760247181
116.0,0.21273420386075884,0.166303345337,0.21273420386075884,0.21273420386075884
