Epochs,val_class_mae,val_class_percent_2buckRange,val_class_mse,acc
1.0,0.23860727563211415,0.7134581479342376,0.15606236100026696,0.19973134077743263
2.0,0.23981716864335828,0.7125346318529091,0.15666769982765427,0.2012425489043741
3.0,0.2402059371390738,0.7142977080010074,0.15573167792396234,0.20141046091847872
4.0,0.24078829511568475,0.7137100159516413,0.15689644956356552,0.1992276047351188
5.0,0.23887958874701254,0.7154730920997397,0.1557286190712405,0.19998320879858955
6.0,0.23780922892812056,0.7154730920997397,0.1555004646161393,0.20241793300310637
7.0,0.24022851717100768,0.7134581479304845,0.15522566728713622,0.20082276886911257
8.0,0.2383511060281641,0.7158928721350013,0.15451588961251606,0.20073881286206027
9.0,0.23965957320694278,0.7154730920997397,0.15542565132406455,0.19998320879858955
10.0,0.238604292737658,0.7167324322055243,0.1543307548335513,0.2010746368902695
