Epochs,val_class_mae,val_class_percent_2buckRange,val_class_percent_2buckRange,acc
1.0,0.34487950801849365,0.3103448152542114,0.1645691841840744,0.017241379246115685
2.0,0.3448599576950073,0.3103448152542114,0.1645466834306717,0.017241379246115685
3.0,0.34484001994132996,0.3103448152542114,0.16452395915985107,0.017241379246115685
4.0,0.34482041001319885,0.3103448152542114,0.1645016372203827,0.017241379246115685
5.0,0.34480127692222595,0.3103448152542114,0.1644798219203949,0.017241379246115685
6.0,0.3447810411453247,0.3103448152542114,0.1644563525915146,0.017241379246115685
7.0,0.3447611629962921,0.3103448152542114,0.16443365812301636,0.017241379246115685
8.0,0.34474074840545654,0.3103448152542114,0.16441017389297485,0.017241379246115685
9.0,0.3447214663028717,0.3103448152542114,0.16438807547092438,0.017241379246115685
10.0,0.34470152854919434,0.3103448152542114,0.16436542570590973,0.017241379246115685
11.0,0.3446813225746155,0.32758620381355286,0.16434262692928314,0.017241379246115685
12.0,0.3446613550186157,0.32758620381355286,0.1643197238445282,0.017241379246115685
13.0,0.3446410298347473,0.32758620381355286,0.1642964780330658,0.017241379246115685
14.0,0.34462034702301025,0.32758620381355286,0.164272740483284,0.017241379246115685
15.0,0.34459996223449707,0.32758620381355286,0.1642492562532425,0.017241379246115685
16.0,0.34457942843437195,0.32758620381355286,0.16422586143016815,0.017241379246115685
17.0,0.3445596396923065,0.32758620381355286,0.16420336067676544,0.017241379246115685
18.0,0.3445390462875366,0.32758620381355286,0.16417953372001648,0.017241379246115685
19.0,0.3445185720920563,0.32758620381355286,0.16415593028068542,0.017241379246115685
20.0,0.34449803829193115,0.32758620381355286,0.16413244605064392,0.017241379246115685
21.0,0.34447744488716125,0.32758620381355286,0.1641087681055069,0.017241379246115685
22.0,0.3444570004940033,0.32758620381355286,0.16408511996269226,0.017241379246115685
23.0,0.34443607926368713,0.32758620381355286,0.1640607714653015,0.017241379246115685
24.0,0.3444141745567322,0.32758620381355286,0.1640356034040451,0.017241379246115685
25.0,0.34439322352409363,0.32758620381355286,0.16401207447052002,0.017241379246115685
26.0,0.3443719148635864,0.32758620381355286,0.16398748755455017,0.017241379246115685
27.0,0.34435126185417175,0.32758620381355286,0.16396431624889374,0.017241379246115685
28.0,0.344330370426178,0.32758620381355286,0.16394051909446716,0.017241379246115685
29.0,0.3443092405796051,0.32758620381355286,0.16391652822494507,0.017241379246115685
30.0,0.344288170337677,0.32758620381355286,0.16389237344264984,0.017241379246115685
31.0,0.34426701068878174,0.32758620381355286,0.16386808454990387,0.017241379246115685
32.0,0.34424635767936707,0.32758620381355286,0.16384461522102356,0.017241379246115685
33.0,0.3442254662513733,0.32758620381355286,0.16382071375846863,0.017241379246115685
34.0,0.34420403838157654,0.32758620381355286,0.16379593312740326,0.017241379246115685
35.0,0.3441832363605499,0.32758620381355286,0.16377215087413788,0.017241379246115685
36.0,0.34416159987449646,0.32758620381355286,0.16374768316745758,0.017241379246115685
37.0,0.3441404104232788,0.32758620381355286,0.16372357308864594,0.017241379246115685
38.0,0.3441190719604492,0.32758620381355286,0.16369904577732086,0.017241379246115685
39.0,0.3440975844860077,0.32758620381355286,0.16367466747760773,0.017241379246115685
40.0,0.3440760374069214,0.32758620381355286,0.16364982724189758,0.017241379246115685
41.0,0.3440539240837097,0.32758620381355286,0.16362449526786804,0.017241379246115685
42.0,0.3440323770046234,0.32758620381355286,0.1636001616716385,0.017241379246115685
43.0,0.34401094913482666,0.32758620381355286,0.16357573866844177,0.017241379246115685
44.0,0.34398964047431946,0.32758620381355286,0.16355139017105103,0.017241379246115685
45.0,0.343967467546463,0.32758620381355286,0.16352608799934387,0.017241379246115685
46.0,0.3439455032348633,0.32758620381355286,0.16350112855434418,0.017241379246115685
47.0,0.34392374753952026,0.32758620381355286,0.16347648203372955,0.017241379246115685
48.0,0.3439013957977295,0.32758620381355286,0.16345101594924927,0.017241379246115685
49.0,0.3438793420791626,0.32758620381355286,0.1634262055158615,0.017241379246115685
50.0,0.34385743737220764,0.32758620381355286,0.16340075433254242,0.017241379246115685
