Epochs,val_class_mae,val_class_percent_2buckRange,val_class_mse,acc
1.0,0.250869523301932,0.6943161783263121,0.17532742036729063,0.19058013600873142
2.0,0.2508610369186139,0.6967509025308289,0.17548996921941162,0.1917555201074637
3.0,0.24985314316777996,0.6969188145449335,0.17535711987654515,0.1915876080933591
4.0,0.25087673597937915,0.6960792544744105,0.17536604831054783,0.19150365208630676
5.0,0.2506473181620221,0.6981781546507181,0.17533367756892088,0.19217530014272521
6.0,0.25012026530410647,0.6957434304462012,0.17473174975256847,0.19209134413567291
7.0,0.2503409551068904,0.6962471664885151,0.1749764322338812,0.1915876080933591
8.0,0.2506618037070488,0.6978423306225089,0.17484954654314727,0.1934346402485098
9.0,0.2502791601828289,0.6959113424603058,0.17458887131145484,0.1941062883049282
10.0,0.25030556690201494,0.6962471664885151,0.17467887112490027,0.19141969607925446
