Epochs,val_class_mae,val_class_mse,val_class_percent_2buckRange,acc
1.0,0.4214149987644557,0.3571773297479857,0.1040214927378054,0.02266812190412224
2.0,0.41958254344036394,0.354911362171053,0.1355889513894719,0.02686592225673747
3.0,0.41803486312569643,0.3531747211608105,0.1623709176391571,0.03366635882797414
4.0,0.41643155204610255,0.3514809812329276,0.18738980774074385,0.04013097137100159
5.0,0.4146595210194758,0.34966755424756046,0.21098144572244143,0.04500041978003526
6.0,0.41270221051336303,0.3477222578279939,0.2335656116232645,0.05104525228780119
7.0,0.4105129935320874,0.3455761258722843,0.25631768953443906,0.05675426076735791
8.0,0.4080607923509772,0.34320207288088883,0.2775585593299315,0.061119973137830866
9.0,0.4052691783225263,0.3405372370061041,0.29947107716307675,0.06758458568085832
10.0,0.4020913600241064,0.3375621787767728,0.3223910670883559,0.07237007808283968
11.0,0.3984981653382282,0.33425113015066377,0.34791369323225646,0.07782721854123949
12.0,0.39445822688896903,0.3306189969628636,0.3694064310326423,0.08252875493992166
13.0,0.3899448379422603,0.3266976136983507,0.3909831248450846,0.08790193939126915
14.0,0.3850943551196849,0.3226976637355467,0.4107127865073803,0.0905045756098906
15.0,0.3801989310755156,0.31891608783674524,0.4274200319032827,0.0931911678280581
16.0,0.37575313397613225,0.31574323000990767,0.4367391486860885,0.09596171606078414
17.0,0.3722335220974565,0.31356945985431045,0.44580639744773737,0.0987322642935102
18.0,0.36988797397780065,0.3126323365432551,0.45067584585677106,0.09923600033582403
19.0,0.36889378018267516,0.3129854013112958,0.4553773822517001,0.1004953404416086
20.0,0.36916531583502415,0.3144201817114981,0.45798001847032155,0.10083116446981781
21.0,0.37037742274022306,0.3165799418981765,0.46133825875241374,0.10242632860381161
22.0,0.3720878548110105,0.3190317636832874,0.46310133490051214,0.10301402065317773
23.0,0.3738601379976616,0.32133153816803145,0.46117034673830914,0.10376962471664848
24.0,0.3754788509254721,0.32329328610008123,0.46108639073125685,0.10267819662496852
25.0,0.3769022979160649,0.32491109784729744,0.45991100663252454,0.1023423725967593
26.0,0.3781058777490558,0.3262089555244103,0.4589874905549492,0.10133490051213165
27.0,0.3790672299003393,0.3271800809658782,0.4583997985055831,0.10192259256149777
28.0,0.37978061443912065,0.32784487403276813,0.45764419444211235,0.1004953404416086
29.0,0.38032812631237306,0.32831132923382755,0.4574762824280077,0.09923600033582403
30.0,0.3806841676496016,0.32855086128033734,0.4574762824280077,0.09797666023003945
31.0,0.38089589760972253,0.3286283250600062,0.4591554025690538,0.09797666023003945
32.0,0.3809704567801391,0.328547566826383,0.45965913861136765,0.09713710015951642
33.0,0.38095215201407895,0.32836550793933206,0.4589874905549492,0.09638149609604567
34.0,0.38083865326084027,0.3280794986518762,0.4589874905549492,0.09738896818067333
35.0,0.3806361355636234,0.32769250111119114,0.45949122659726305,0.09772479220888254
36.0,0.380396695433671,0.3272636652032831,0.4584837545126354,0.0970531441524641
37.0,0.3800284062652101,0.32668390770261146,0.45949122659726305,0.09663336411720258
38.0,0.3796181676870389,0.32605822493073,0.45965913861136765,0.09755688019477794
39.0,0.37916573013129196,0.32539630271497516,0.4604986986818907,0.0987322642935102
40.0,0.3786682998710711,0.32470252561725343,0.46167408278062294,0.09898413231466711
41.0,0.37814428895178953,0.3239995720664537,0.4641927629921921,0.09906808832171941
42.0,0.37758343497588487,0.32327784148624505,0.46469649903450594,0.09999160439929478
43.0,0.37697950770418387,0.322530214456855,0.4658718831332382,0.09906808832171941
44.0,0.37633281183046635,0.32175921528077767,0.467467047267232,0.09848039627235329
45.0,0.37565306102525936,0.3209720860399514,0.46864243136596423,0.09856435227940559
46.0,0.37492969375184715,0.3201480202446275,0.4707413315422718,0.10024347242045169
47.0,0.37411901443613715,0.3192439276448886,0.4720846276551087,0.10125094450507933
48.0,0.3732662023780188,0.31830109885173086,0.4739316598102594,0.10167072454034086
49.0,0.3723416272983995,0.3172879804242579,0.47619847200067167,0.10251028461086391
50.0,0.3713367391759568,0.3162014374614072,0.47812946016287466,0.10309797666023005
51.0,0.37026612490513156,0.315056383854976,0.48031231634623456,0.1040214927378054
52.0,0.369143903325521,0.31387333286047764,0.48190748048022836,0.106120392914113
53.0,0.3679424684140376,0.3126166186718224,0.48350264461422215,0.10813533708336831
54.0,0.36670064475271924,0.31132520181927953,0.4863571488540005,0.10981445722441441
55.0,0.3654014628576638,0.3099844332916712,0.4897153891360927,0.11057006128788514
56.0,0.3640684159614109,0.3086296371204228,0.4919822013265049,0.10989841323146671
57.0,0.36271586536050054,0.3072571493237998,0.4934934094534464,0.11140962135840819
58.0,0.361309645933765,0.3058377478327081,0.4970195617496432,0.11250104945008815
59.0,0.35987292079879096,0.3043992916609516,0.4997061539753169,0.11283687347829738
60.0,0.3583971291452699,0.3029236173701821,0.5010494500881538,0.11233313743598354
61.0,0.3568988697033026,0.3014661806595134,0.5048274704055075,0.11300478549240198
62.0,0.35533777215840906,0.2999856615034502,0.5084375787087566,0.11401225757702964
63.0,0.3537560215365445,0.29851293347662716,0.5115439509696919,0.11376038955587273
64.0,0.3521483872711643,0.2970270708599896,0.5146503232306272,0.11552346570397112
65.0,0.3505660610999241,0.29556446916740176,0.5156577953152548,0.11611115775333725
66.0,0.34899845071047503,0.29411644582713986,0.517924607505667,0.11703467383091261
67.0,0.3474997352486883,0.2927374404820434,0.5184283435479808,0.11821005792964487
68.0,0.3460709459084466,0.29142270137436815,0.5186802115691378,0.11904961800016792
69.0,0.344741941389094,0.29021392632427506,0.5182604315338762,0.11913357400722022
70.0,0.3434947990278244,0.28905708905321637,0.5180925195197716,0.11804214591554026
71.0,0.3423480185380701,0.2879729117707435,0.5183443875409286,0.11812610192259256
72.0,0.34128088933996586,0.28696503917252764,0.5185962555620854,0.11795818990848796
73.0,0.3402792694596457,0.2859866271720766,0.5189320795940479,0.116866761816808
74.0,0.3393596493520281,0.2851006723292958,0.5200235076857278,0.11653093778859877
75.0,0.3384871041231297,0.2842478620126279,0.5208630677562508,0.116866761816808
76.0,0.3376687146105881,0.2834591294964318,0.5224582318902447,0.11745445386617412
77.0,0.3368979495445013,0.2827033824038319,0.5229619679325584,0.11661489379565108
78.0,0.3361846248805898,0.28198165260427355,0.5230459239396107,0.116866761816808
79.0,0.3355022636611659,0.2813270797598183,0.5251448241159183,0.11711862983796491
80.0,0.33485892638482795,0.2807020037933457,0.5254806481441275,0.11745445386617412
81.0,0.33423497244289085,0.28009275307774234,0.5264881202287552,0.11745445386617412
82.0,0.333642856383762,0.2794982157369253,0.5277474603345398,0.11795818990848796
83.0,0.3330915347423494,0.27895536243380115,0.5285870204050629,0.11795818990848796
84.0,0.33257169606813547,0.27843877016352064,0.5307698765884228,0.11829401393669717
85.0,0.3320496521121398,0.2779349604198208,0.530853832595475,0.11837796994374948
86.0,0.3315550698039814,0.2774659047127971,0.5327848207576781,0.11829401393669717
87.0,0.33108982963492356,0.27697978017912855,0.5340441608634626,0.11904961800016792
