dev_accuracy_history,dev_accuracy_1_bucket_history,dev_accuracy_2_buckets_history,dev_MSE_history,dev_MAE_history,dev_MAPE_history
1e-323,6.9003764735089e-310,6.9003764735089e-310,6.9003764735105e-310,6.9003764735105e-310,6.9003764735105e-310
0.1608954221010208,0.44211262464523315,0.639384388923645,0.20728008449077606,0.2754465341567993,0.2754465341567993
0.20041972398757935,0.5029730796813965,0.6873032450675964,0.18110306560993195,0.2560812532901764,0.2560812532901764
0.23819516599178314,0.5725778341293335,0.7478139400482178,0.14536651968955994,0.23093967139720917,0.23093967139720917
0.24938790500164032,0.6103532910346985,0.7810423374176025,0.12007585912942886,0.2093980610370636,0.2093980610370636
0.26197969913482666,0.6274921298027039,0.8065757155418396,0.10208287090063095,0.19425037503242493,0.19425037503242493
0.2682756185531616,0.6379852890968323,0.8128716349601746,0.09040485322475433,0.18432889878749847,0.18432889878749847
0.2686253786087036,0.638335108757019,0.8149702548980713,0.08465656638145447,0.17884352803230286,0.17884352803230286
0.26477789878845215,0.6421825885772705,0.8188177943229675,0.07904214411973953,0.17367300391197205,0.17367300391197205
0.27037426829338074,0.6421825885772705,0.816369354724884,0.07501677423715591,0.17011962831020355,0.17011962831020355
0.27037426829338074,0.6498776078224182,0.8177684545516968,0.07122810184955597,0.16692519187927246,0.16692519187927246
0.15739768743515015,0.42602309584617615,0.6246939301490784,0.21042218804359436,0.2804773151874542,0.2804773151874542
0.18957677483558655,0.48723331093788147,0.6806575655937195,0.18499331176280975,0.2598421275615692,0.2598421275615692
0.20846450328826904,0.5435466766357422,0.7348723411560059,0.14535677433013916,0.23456747829914093,0.23456747829914093
0.23259881138801575,0.5827212333679199,0.7660021185874939,0.11748503148555756,0.21198034286499023,0.21198034286499023
0.25183629989624023,0.6103532910346985,0.7792934775352478,0.10188013315200806,0.1989729255437851,0.1989729255437851
0.2665267586708069,0.6264427900314331,0.7978314161300659,0.09171485155820847,0.19054055213928223,0.19054055213928223
0.2749212980270386,0.638684868812561,0.8097236752510071,0.08590931445360184,0.18374131619930267,0.18374131619930267
0.27037426829338074,0.6470794081687927,0.8174186944961548,0.08117259293794632,0.1778528094291687,0.1778528094291687
0.2819167673587799,0.6558237075805664,0.8198670744895935,0.07736833393573761,0.172616645693779,0.172616645693779
0.2822665274143219,0.6568730473518372,0.8272123336791992,0.07374556362628937,0.16802160441875458,0.16802160441875458
0.2815669775009155,0.6645680069923401,0.8366561532020569,0.0702594593167305,0.16434349119663239,0.16434349119663239
0.28891220688819885,0.671213686466217,0.8412032127380371,0.0673975721001625,0.16082735359668732,0.16082735359668732
0.2878628969192505,0.6691150665283203,0.8391045928001404,0.06577948480844498,0.1585160195827484,0.1585160195827484
0.2927597165107727,0.6750612258911133,0.8415529727935791,0.06356936693191528,0.1563248187303543,0.1563248187303543
0.29485833644866943,0.67715984582901,0.8457502722740173,0.061224427074193954,0.1543784737586975,0.1543784737586975
0.2952081263065338,0.6799580454826355,0.8485484719276428,0.060432180762290955,0.15323427319526672,0.15323427319526672
0.2955578863620758,0.6803078055381775,0.8485484719276428,0.059709612280130386,0.152225524187088,0.152225524187088
0.29450857639312744,0.6820566654205322,0.8474991321563721,0.05925334617495537,0.1512746810913086,0.1512746810913086
0.29660719633102417,0.6803078055381775,0.8492479920387268,0.058667294681072235,0.15033672749996185,0.15033672749996185
0.29415878653526306,0.6803078055381775,0.8502973318099976,0.058384738862514496,0.14938239753246307,0.14938239753246307
0.29730674624443054,0.6813571453094482,0.8478488922119141,0.05827881395816803,0.14872024953365326,0.14872024953365326
0.2952081263065338,0.6803078055381775,0.8502973318099976,0.05857245624065399,0.1485523283481598,0.1485523283481598
0.29695698618888855,0.6803078055381775,0.8516963720321655,0.05822206288576126,0.1480347365140915,0.1480347365140915
0.29485833644866943,0.6785589456558228,0.8530954718589783,0.05792989954352379,0.14762268960475922,0.14762268960475922
0.2959076464176178,0.676460325717926,0.8534452319145203,0.05767994001507759,0.14738750457763672,0.14738750457763672
0.2934592366218567,0.6750612258911133,0.854844331741333,0.057378292083740234,0.1471303403377533,0.1471303403377533
0.2899615168571472,0.6754109859466553,0.854144811630249,0.0571640282869339,0.14704668521881104,0.14704668521881104
0.28891220688819885,0.6782091856002808,0.8530954718589783,0.056900423020124435,0.1469670683145523,0.1469670683145523
0.2875131070613861,0.6747114658355713,0.8488982319831848,0.056611448526382446,0.1466694176197052,0.1466694176197052
0.2871633470058441,0.6747114658355713,0.8488982319831848,0.05631563812494278,0.14624276757240295,0.14624276757240295
0.2896117568016052,0.6736621260643005,0.848198652267456,0.056084971874952316,0.1458432972431183,0.1458432972431183
0.29101085662841797,0.677859365940094,0.8471493721008301,0.055961303412914276,0.1455506533384323,0.1455506533384323
0.29136061668395996,0.683106005191803,0.8502973318099976,0.0556536540389061,0.14494504034519196,0.14494504034519196
0.29660719633102417,0.6810073256492615,0.8495977520942688,0.05548349767923355,0.14481928944587708,0.14481928944587708
0.29730674624443054,0.6782091856002808,0.8488982319831848,0.05527360364794731,0.1446281224489212,0.1446281224489212
0.2983560562133789,0.6761105060577393,0.8495977520942688,0.05507073551416397,0.14445006847381592,0.14445006847381592
0.30220356583595276,0.676460325717926,0.8485484719276428,0.05470358580350876,0.14425529539585114,0.14425529539585114
0.30220356583595276,0.6747114658355713,0.8499475121498108,0.054645538330078125,0.14413917064666748,0.14413917064666748
0.2990556061267853,0.6743616461753845,0.8495977520942688,0.05475363880395889,0.14412908256053925,0.14412908256053925
0.29975515604019165,0.6747114658355713,0.8495977520942688,0.054994747042655945,0.1442783921957016,0.1442783921957016
0.30010494589805603,0.677509605884552,0.8516963720321655,0.05515872314572334,0.14430759847164154,0.14430759847164154
0.2976565361022949,0.6782091856002808,0.8499475121498108,0.055687785148620605,0.14449980854988098,0.14449980854988098
0.2962574362754822,0.677509605884552,0.8471493721008301,0.055851031094789505,0.14449948072433472,0.14449948072433472
0.2990556061267853,0.6810073256492615,0.8478488922119141,0.056034155189991,0.1444794088602066,0.1444794088602066
0.2980062961578369,0.6820566654205322,0.8478488922119141,0.05586007982492447,0.14430123567581177,0.14430123567581177
0.2983560562133789,0.6796082258224487,0.8464497923851013,0.05560200288891792,0.14405205845832825,0.14405205845832825
0.29940539598464966,0.6820566654205322,0.8474991321563721,0.055386073887348175,0.1439540684223175,0.1439540684223175
0.29975515604019165,0.6824064254760742,0.8485484719276428,0.05496932566165924,0.1435546576976776,0.1435546576976776
0.2952081263065338,0.684155285358429,0.8499475121498108,0.054759759455919266,0.14345236122608185,0.14345236122608185
0.2976565361022949,0.683106005191803,0.8495977520942688,0.05467817187309265,0.14340150356292725,0.14340150356292725
0.2955578863620758,0.6827561855316162,0.8492479920387268,0.05454748123884201,0.14338046312332153,0.14338046312332153
0.2983560562133789,0.6827561855316162,0.8474991321563721,0.054804425686597824,0.14352844655513763,0.14352844655513763
0.29940539598464966,0.6827561855316162,0.8464497923851013,0.05469726026058197,0.14361706376075745,0.14361706376075745
0.29415878653526306,0.6824064254760742,0.8447009325027466,0.05491321161389351,0.14346009492874146,0.14346009492874146
0.29206016659736633,0.6796082258224487,0.8485484719276428,0.05483740195631981,0.1435784548521042,0.1435784548521042
0.2924099266529083,0.6813571453094482,0.8474991321563721,0.05452734977006912,0.14325690269470215,0.14325690269470215
0.2934592366218567,0.6813571453094482,0.8457502722740173,0.05433380603790283,0.1434752345085144,0.1434752345085144
0.2952081263065338,0.6799580454826355,0.8436516523361206,0.054610539227724075,0.1434125155210495,0.1434125155210495
0.29695698618888855,0.6820566654205322,0.8440014123916626,0.05477355048060417,0.14345060288906097,0.14345060288906097
0.29450857639312744,0.6824064254760742,0.8464497923851013,0.054547589272260666,0.14303255081176758,0.14303255081176758
0.29380902647972107,0.683455765247345,0.8447009325027466,0.05505189672112465,0.1432618796825409,0.1432618796825409
0.2962574362754822,0.684505045413971,0.8419027924537659,0.05542035400867462,0.14350281655788422,0.14350281655788422
0.2934592366218567,0.683106005191803,0.8422525525093079,0.05400249734520912,0.14284968376159668,0.14284968376159668
0.29485833644866943,0.683805525302887,0.8412032127380371,0.05423915013670921,0.1431003361940384,0.1431003361940384
0.2934592366218567,0.683805525302887,0.8394543528556824,0.05347903072834015,0.14280708134174347,0.14280708134174347
0.29450857639312744,0.6862539052963257,0.8450506925582886,0.05280305817723274,0.1417645961046219,0.1417645961046219
0.2980062961578369,0.6911507248878479,0.8447009325027466,0.05292831361293793,0.141690194606781,0.141690194606781
0.29730674624443054,0.6904512047767639,0.8467995524406433,0.053074825555086136,0.14186839759349823,0.14186839759349823
0.29730674624443054,0.6897516846656799,0.8436516523361206,0.053269047290086746,0.14178799092769623,0.14178799092769623
0.29730674624443054,0.6904512047767639,0.8464497923851013,0.05274701863527298,0.1416473686695099,0.1416473686695099
