val_class_percent_2buckRange,val_class_mae
0.47166692901050294,0.3795813291106246
0.7171415079607282,0.2588267800527615
0.7384700141899908,0.22486821969587859
0.7600346293418253,0.21513599125434146
0.7643632929348184,0.1959029572809022
0.7689280654926028,0.20196157227571265
0.7745946797023472,0.1979246229500953
0.7717613726174121,0.18453320188633424
0.7839603337193781,0.18075404134994602
0.7753030064864814,0.17733357189753554
0.791201007421535,0.17299999022941673
0.7887612151833157,0.17368504101040794
0.7902565717312476,0.1705330158103719
0.7888399181770525,0.16987104695856187
0.797654651355203,0.16882559525277996
0.7908074925513637,0.16674723406391934
0.7902565717312476,0.16575967187527202
0.7908861955216452,0.16816995017419326
0.8052101369713228,0.1637941507416486
0.802455532847287,0.1642899693006158
0.7982842751596737,0.16985011059956795
0.8003305525136486,0.165985912497393
0.8063119786303193,0.16447886845717632
0.8116637809002998,0.16734090496212897
0.8091452857011813,0.1627627374214693
0.8068628994269801,0.1649117355184932
0.8070203054003803,0.16359844284978567
0.8143396820493632,0.1627222322515103
0.8068628994316712,0.1619884273385919
0.8129230284998591,0.1608985346892528
0.8120572957751621,0.16305021836347475
0.8100897214008507,0.15958986523187801
0.8074925232244142,0.16091887825270554
0.8126869195843238,0.15986513424891666
0.8158350385738399,0.15972457213719285
0.814811899903889,0.1591294316415728
0.8154415236989776,0.16199292884498961
0.814654493949253,0.16162536600415545
0.8115850779253273,0.15822714734186286
0.8164646623736195,0.1592019569980766
0.8193766724522914,0.15676944386803332
0.8116637809237551,0.16005988525308512
0.8137887612339382,0.15943998593280545
0.8167007712985369,0.1587584506014886
0.8196127813725177,0.15591956654177413
0.8183535337729584,0.15800302342112826
0.817723909991943,0.15453234454243084
0.8163859594033381,0.15631262161741852
0.819848890297435,0.15553655186525842
0.8197701873224625,0.1561692452760976
0.8185109397322854,0.15738858779115075
0.8248071777300817,0.15518068683235622
0.8192192664976554,0.1547746744640752
0.8223673855012446,0.15516552170036385
0.8189044545977656,0.1558037384765159
0.8200062962661442,0.1538667962032473
0.8200062962614532,0.15617298747298664
0.8245710687957822,0.1520135699342259
0.8211868408719667,0.15297395428597185
0.8172516921327262,0.15713857864181432
0.8224460884949814,0.15569106777333921
0.8185896427072579,0.15319914297477366
0.8197701873318447,0.15421443333236248
0.8209507319470494,0.15594569898000687
0.8253580985455068,0.1549241186436116
0.8256729104500876,0.15305586817150846
0.8234692271461679,0.15261215863782515
0.8196127813725177,0.15462311281850916
0.822446088476217,0.15575034602803356
0.8244136628458374,0.15335547344695485
0.8255155044954517,0.1509146261793149
0.82417755392092,0.15608514837630993
0.8233905241711954,0.15235898187643485
0.8247284747457272,0.15269199758650806
0.8263025342404852,0.15041082130160724
0.8237053360945406,0.15293203175358747
0.8237840390460577,0.15306224349482161
0.8232331182259416,0.1514933778604297
0.8203211081472698,0.15127744022437237
0.8288210294536769,0.15304073219916284
0.8215803557515201,0.15335174292612128
0.8238627420210302,0.15144789050493432
0.826617346140375,0.15318790726468035
0.8269321580449559,0.15079181990941715
0.8244923658255009,0.15138589278480377
0.8256729104453966,0.15163791909586363
0.8277191877899893,0.15055201817981168
0.8256729104453966,0.15282361640735778
0.8275617818494265,0.15108619181167493
0.8264599401904301,0.15157734184833319
0.827797890774344,0.1513937314570316
0.8279552967195978,0.15202049249816876
0.8286636234943499,0.14972457050451535
0.8261451282999224,0.15109831288482717
0.8296080591987104,0.14972297861578707
0.8277191878181357,0.14962838374121665
0.8244136628458374,0.15196567269529712
0.8223673855012446,0.15190544721180674
0.8267747521137753,0.1497861602710548
0.8296080592034014,0.14988828446102126
0.8252793955799165,0.1508228588616512
0.8231544152509691,0.1503570889809292
0.8244923658442651,0.14867466806370913
0.8300015740735727,0.14905706739474447
0.8236266331008039,0.14921901546630936
0.8256729104453966,0.14927480774996846
0.8263025342498673,0.14916928296161977
0.8316543365433031,0.15115841359542745
0.8263025342357941,0.15096835573226583
0.825358098554889,0.1487190078960973
0.827483078869763,0.15014921545081678
0.8320478514228564,0.14841265467214113
0.8306311978686612,0.14806695131172481
0.8297654651627284,0.15012222938456535
0.8285062175584781,0.14821652169961658
0.8283488115991511,0.1482336542211554
0.8269321580684111,0.14937552485562827
0.8349598614968372,0.14870278039317084
0.8296867621830649,0.1490336880474865
0.8283488115991511,0.14894730092389705
0.8251219896299715,0.147375857381582
0.8288997324239583,0.14925188150778165
