val_class_mae,val_class_percent_2buckRange
0.3463281455736628,0.5415139939202387
0.24372043662685722,0.718250565201223
0.20362202685267963,0.7438995868125597
0.18994290816901935,0.7654946597091609
0.17898934104905975,0.7720433460703753
0.17248712314525566,0.7863101270849934
0.17238155660703994,0.7932486162071729
0.17124921656402115,0.7881032197742811
0.1661114714876511,0.800420986987558
0.16802039200186944,0.7946519061773167
0.16851500710852196,0.7997973025277276
0.1629100949782653,0.8068137522646
0.17109520416327795,0.8007328292116647
0.16453255569980385,0.8080611210959713
0.16201684525270033,0.8115693459342032
0.16360373044921034,0.8058002650891107
0.16150487844260175,0.8069696733685213
0.161417233292921,0.8085288844077355
0.15921035152237387,0.8149996102065338
0.16042639972768255,0.8119591486475385
0.15685668222445287,0.8198331643816296
0.15788460700921036,0.8159351368300624
0.15914960350419297,0.8129726358090873
0.16079921228502567,0.8097762532367834
0.15627215866214667,0.8189755983565299
0.15682922367221747,0.8207686910516262
0.15548384898012052,0.8206907305321932
0.1539408413941187,0.8241209948184643
0.15436898143556155,0.8211584938253702
0.15469798698139606,0.8271614563124042
0.15440480642812401,0.8288765884090717
0.15359204988733516,0.827239416864365
0.15344194911865858,0.8264598113447579
0.15315808532270905,0.8275512590861482
0.15235376467696965,0.8266157324626198
0.15240797322988975,0.8256802058251508
0.15044320768021716,0.8278631013265187
0.15136405368136385,0.8320729710394608
0.15159268696402745,0.831527247268672
0.151023871525791,0.831527247268672
0.15077545052336042,0.8316831683400657
0.15001338517720694,0.833632182125143
0.1518605160975276,0.8320729710394608
0.14980632593791224,0.8311374444298727
0.15131959732332353,0.8321509316053619
0.14970445959953896,0.83308645821495
0.150530506611112,0.8345677087626119
0.14864173345427506,0.8372963281137644
0.14887603551644255,0.8328525766194763
0.14753900122394378,0.8362828408592794
0.14831635180416117,0.8376861308596275
0.14805747346605935,0.8343338270602617
0.14834785209336285,0.8353473142682786
0.14984580166966077,0.8340219848524189
0.14725716635462852,0.840960473949041
0.148403240813138,0.8387775785870774
0.14865314758575798,0.8404927107441534
0.14920051550399563,0.8356591565086491
0.14886578114302074,0.8354252747737712
0.14673940783364092,0.8391673813608214
0.14647651543614087,0.8433772511202315
0.14665981382654342,0.8396351446261175
0.1461009538474789,0.8412723162637605
0.14603540576762658,0.8413502768157212
0.14742452181876287,0.8392453418663139
0.14698908172784222,0.8415061979196427
0.14730882550555396,0.8383877758412143
0.1470832085678209,0.8440788961204055
0.14654979213271815,0.8407265923535674
0.14471581776208847,0.84080455285906
0.14460099223454298,0.843689093360602
0.14732366563553206,0.8420519217833675
0.14478825182338342,0.8475871208796416
0.14552510165504648,0.8414282372886861
0.14557849235877418,0.845014422743934
0.1454592795608811,0.8435331722241529
0.14408007542365078,0.8458719888294423
0.14763683337177186,0.8366726436051425
0.14704315700557585,0.8390894208088606
0.14437081458191808,0.8465736337180928
0.1460630214215719,0.8461058704853244
0.14399883004679837,0.8445466594135825
0.14578950386417436,0.8393233024182747
0.1473950203669325,0.8394012629702354
0.14397122143741853,0.8433772511202315
