dev_accuracy_history,dev_accuracy_1_bucket_history,dev_accuracy_2_buckets_history,dev_MSE_history,dev_MAE_history,dev_MAPE_history
1e-323,6.9003764735089e-310,6.9003764735089e-310,6.9003764735089e-310,6.9003764735097e-310,6.90037647350813e-310
0.14970269799232483,0.4200769364833832,0.6183980703353882,0.21413713693618774,0.27825045585632324,0.27825045585632324
0.17103882133960724,0.4571528434753418,0.6526757478713989,0.1996777057647705,0.266914427280426,0.266914427280426
0.19762153923511505,0.499825119972229,0.6935991644859314,0.1792297214269638,0.2500849962234497,0.2500849962234497
0.22490380704402924,0.5421475768089294,0.7292759418487549,0.16335417330265045,0.2368745356798172,0.2368745356798172
0.2259531319141388,0.5645330548286438,0.7453655004501343,0.15217116475105286,0.22900503873825073,0.22900503873825073
0.23469744622707367,0.576425313949585,0.7569079995155334,0.14419026672840118,0.2241736799478531,0.2241736799478531
0.2364463061094284,0.5778244137763977,0.7618048191070557,0.13745059072971344,0.22000308334827423,0.22000308334827423
0.2444910854101181,0.5862189531326294,0.7642532587051392,0.12975364923477173,0.2156922072172165,0.2156922072172165
0.24589017033576965,0.5827212333679199,0.7688002586364746,0.12491524964570999,0.21203218400478363,0.21203218400478363
0.24658972024917603,0.5862189531326294,0.7747464179992676,0.12197224050760269,0.20956216752529144,0.20956216752529144
0.2472892552614212,0.5890171527862549,0.7750961780548096,0.1187867671251297,0.20714302361011505,0.20714302361011505
0.2497376650571823,0.5946134924888611,0.778244137763977,0.11489742994308472,0.2033349573612213,0.2033349573612213
0.25393494963645935,0.6019587516784668,0.7813920974731445,0.11170203983783722,0.2006823718547821,0.2006823718547821
0.253235399723053,0.5981112122535706,0.785589337348938,0.10977564752101898,0.19919362664222717,0.19919362664222717
0.25393494963645935,0.6033577919006348,0.7876880168914795,0.10767125338315964,0.1979256123304367,0.1979256123304367
0.2581322193145752,0.6096537113189697,0.7953829765319824,0.10600960999727249,0.19673781096935272,0.19673781096935272
0.2560335695743561,0.6128016710281372,0.7953829765319824,0.10333187133073807,0.19467204809188843,0.19467204809188843
0.25708290934562683,0.6149002909660339,0.7939839363098145,0.10096267610788345,0.1928018182516098,0.1928018182516098
0.2584819793701172,0.6194473505020142,0.7929345965385437,0.09871022403240204,0.19101649522781372,0.19101649522781372
0.25638335943222046,0.6155998706817627,0.7943336963653564,0.09676011651754379,0.18954727053642273,0.18954727053642273
0.25393494963645935,0.6169989705085754,0.7985309362411499,0.09512358903884888,0.18841670453548431,0.18841670453548431
0.25953131914138794,0.6180482506752014,0.7988807559013367,0.09459864348173141,0.18760879337787628,0.18760879337787628
0.25988107919692993,0.6208464503288269,0.7939839363098145,0.09422747045755386,0.18665625154972076,0.18665625154972076
0.25953131914138794,0.6218957901000977,0.7950332164764404,0.09370500594377518,0.18558117747306824,0.18558117747306824
0.2584819793701172,0.6267926096916199,0.8023784756660461,0.09350370615720749,0.18467481434345245,0.18467481434345245
0.2584819793701172,0.6295907497406006,0.8083245754241943,0.0931805819272995,0.18372000753879547,0.18372000753879547
0.2605806291103363,0.6288912296295166,0.8128716349601746,0.0930023267865181,0.18332098424434662,0.18332098424434662
0.2612801790237427,0.6302903294563293,0.8086743354797363,0.09287143498659134,0.1828952133655548,0.1828952133655548
0.26267924904823303,0.6330884695053101,0.8086743354797363,0.09279828518629074,0.18238715827465057,0.18238715827465057
0.2668765187263489,0.6306400895118713,0.8083245754241943,0.09219098836183548,0.18165645003318787,0.18165645003318787
0.26757606863975525,0.6323889493942261,0.8090241551399231,0.09169969707727432,0.18098127841949463,0.18098127841949463
0.2668765187263489,0.6302903294563293,0.8083245754241943,0.09142018109560013,0.18037649989128113,0.18037649989128113
0.27002447843551636,0.6316894292831421,0.8100734353065491,0.09168484807014465,0.1799146831035614,0.1799146831035614
0.2686253786087036,0.6302903294563293,0.8083245754241943,0.09109494835138321,0.17926956713199615,0.17926956713199615
0.26792585849761963,0.6299405097961426,0.8097236752510071,0.09006918221712112,0.17852410674095154,0.17852410674095154
0.26792585849761963,0.6313396096229553,0.8097236752510071,0.08936703950166702,0.17793051898479462,0.17793051898479462
0.26512765884399414,0.6313396096229553,0.8086743354797363,0.08953890204429626,0.17776711285114288,0.17776711285114288
0.2633787989616394,0.6313396096229553,0.8069254755973816,0.0892178937792778,0.17727966606616974,0.17727966606616974
0.26267924904823303,0.6299405097961426,0.8072752952575684,0.08875490725040436,0.17677870392799377,0.17677870392799377
0.2605806291103363,0.6260930299758911,0.8044770956039429,0.0882420688867569,0.17632968723773956,0.17632968723773956
0.2605806291103363,0.6281916499137878,0.8051766157150269,0.0877765491604805,0.17591692507266998,0.17591692507266998
0.2661769986152649,0.6320391893386841,0.8076250553131104,0.08748809248209,0.1756165772676468,0.1756165772676468
0.2661769986152649,0.6309898495674133,0.8083245754241943,0.08693701028823853,0.1750750094652176,0.1750750094652176
0.2654774487018585,0.6299405097961426,0.8069254755973816,0.08619924634695053,0.17437641322612762,0.17437641322612762
0.26477789878845215,0.6316894292831421,0.8086743354797363,0.08508691191673279,0.173445925116539,0.173445925116539
0.2633787989616394,0.6334382891654968,0.8111227750778198,0.0839758962392807,0.17246893048286438,0.17246893048286438
0.2658272087574005,0.6362364292144775,0.8149702548980713,0.08324869722127914,0.17186807096004486,0.17186807096004486
0.26477789878845215,0.638684868812561,0.816369354724884,0.08276262879371643,0.1712929755449295,0.1712929755449295
