activity_id,user_id,metric_utc_unix,gender,age,height,weight,bounce,braking,cadence,ground_contact,pelvic_drop,pelvic_rotation,pelvic_tilt,gps_speed_true,gps_speed_round_unit,gps_speed_round_half_unit,gps_speed_round_1dec,gps_speed_round_2dec
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948254,-1,43,167,57,76,53,182,232,92,113,77,2.48088888889,2,2.5,2.5,2.48
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948257,-1,43,167,57,77.6666666667,51.3333333333,180.333333333,236.166666667,90.3333333333,120.5,77.8333333333,2.7348,3,2.5,2.7,2.73
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948260,-1,43,167,57,78,51,179,233,87,114,72,2.838,3,3,2.8,2.84
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948263,-1,43,167,57,77,51,180,239,86,121,78,2.49,2,2.5,2.5,2.49
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948266,-1,43,167,57,76.1666666667,51,180.833333333,235.666666667,91,126,69.6666666667,2.26386111111,2,2.5,2.3,2.26
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948272,-1,43,167,57,77.8333333333,51.6666666667,183.166666667,229.833333333,84.6666666667,124,69.8333333333,2.32247222222,2,2.5,2.3,2.32
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948275,-1,43,167,57,82,50,179,234,88,134,74,2.2594,2,2.5,2.3,2.26
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948278,-1,43,167,57,80,49,179,236,86,128,72,2.156,2,2,2.2,2.16
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948281,-1,43,167,57,78,48,180,235,82,140,66,2.17866666667,2,2,2.2,2.18
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948284,-1,43,167,57,78.8333333333,46.3333333333,178.333333333,237.5,85.3333333333,134.166666667,71.8333333333,2.21833333333,2,2,2.2,2.22
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948287,-1,43,167,57,80,45,178,246,89,126,75,2.41666666667,2,2.5,2.4,2.42
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948290,-1,43,167,57,79.25,45.75,178,243.75,89.75,135.75,75.75,2.58388888889,3,2.5,2.6,2.58
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948293,-1,43,167,57,75,44,179,240,90,152,73,2.79944444444,3,3,2.8,2.8
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948296,-1,43,167,57,76.25,44.25,178,241.75,89.75,149,72.5,2.85333333333,3,3,2.9,2.85
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948299,-1,43,167,57,81,46.3333333333,175.333333333,246,89.6666666667,137.333333333,73.3333333333,1.97066666667,2,2,2,1.97
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948302,-1,43,167,57,83,49,176,244,91,132,78,1.90333333333,2,2,1.9,1.9
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948305,-1,43,167,57,81.75,55.25,176.25,247,78.75,95.25,76.75,2.51666666667,3,2.5,2.5,2.52
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948308,-1,43,167,57,81,53,180,244,81,108,76,2.46444444444,2,2.5,2.5,2.46
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948311,-1,43,167,57,80.375,50.25,177.125,240.875,86.875,133.75,77.375,2.10472222222,2,2,2.1,2.1
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948314,-1,43,167,57,83,52,178,247,86,125,73,2.49173333333,2,2.5,2.5,2.49
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948317,-1,43,167,57,81.3333333333,52,178,246.166666667,86.8333333333,130,74.6666666667,2.7834,3,3,2.8,2.78
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948320,-1,43,167,57,82,54,178,247,85,119,75,2.7792,3,3,2.8,2.78
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948323,-1,43,167,57,82.5,53.5,177.5,246.5,84.25,121,75.5,2.778,3,3,2.8,2.78
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948326,-1,43,167,57,84,52,176,245,82,127,77,3.23816666666,3,3,3.2,3.24
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948329,-1,43,167,57,82,50,177,245,83,124,74,3.69833333333,4,3.5,3.7,3.7
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948332,-1,43,167,57,83,51,178,244,86,120,72,2.96,3,3,3,2.96
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948335,-1,43,167,57,84.75,51,175.375,245.75,86.875,113,75.5,2.2291,2,2,2.2,2.23
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948338,-1,43,167,57,81.75,49.75,178,247.25,86.25,105.375,78.625,2.28856666667,2,2.5,2.3,2.29
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948341,-1,43,167,57,80,48,178,249,88,122,76,2.5756,3,2.5,2.6,2.58
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948344,-1,43,167,57,83.3333333333,50.5,176.333333333,249,88.8333333333,120.333333333,79.3333333333,2.8418,3,3,2.8,2.84
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948347,-1,43,167,57,82,50,177,246,84,126,83,3.4004,3,3.5,3.4,3.4
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948350,-1,43,167,57,82,49.75,177,245.75,85.25,124.75,81.75,3.56,4,3.5,3.6,3.56
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948353,-1,43,167,57,82,49,177,245,89,121,78,3.3675,3,3.5,3.4,3.37
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948356,-1,43,167,57,83,49,176,249,89,122,79,3.175,3,3,3.2,3.18
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948359,-1,43,167,57,85,51,174,246,88,120,80,2.99277777778,3,3,3,2.99
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948362,-1,43,167,57,83.3333333333,50.1666666667,175.666666667,246,85.5,127.5,79.1666666667,2.86986111111,3,3,2.9,2.87
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948365,-1,43,167,57,85,55,176,238,91,115,77,2.58361111111,3,2.5,2.6,2.58
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948368,-1,43,167,57,86.3333333333,58.3333333333,176,237.333333333,95.6666666667,107,79,2.4484,2,2.5,2.4,2.45
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948371,-1,43,167,57,89,59,174,238,88,94,73,2.162,2,2,2.2,2.16
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948377,-1,43,167,57,86.3333333333,51,174,244,98,122.666666667,81,3.09922222223,3,3,3.1,3.1
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948380,-1,43,167,57,83,49,176,240,88,136,75,3.12722222222,3,3,3.1,3.13
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948383,-1,43,167,57,86.6666666667,51.6666666667,176,239.166666667,90.8333333333,123.333333333,77.5,2.40972222222,2,2.5,2.4,2.41
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948386,-1,43,167,57,85,50,176,250,90,120,80,2.546,3,2.5,2.5,2.55
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948389,-1,43,167,57,85,50,176.875,244.75,90.875,120.875,78.25,2.9175,3,3,2.9,2.92
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948392,-1,43,167,57,83,50,176,239,95,132,78,3.25,3,3.5,3.3,3.25
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948395,-1,43,167,57,81.3333333333,46.6666666667,176.833333333,245.666666667,94.1666666667,157,78.8333333333,3.3014,3,3.5,3.3,3.3
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948401,-1,43,167,57,85,48,175,244,97,144,76,2.054,2,2,2.1,2.05
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948404,-1,43,167,57,78,43,176,247,97,158,76,1.73116666667,2,1.5,1.7,1.73
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948407,-1,43,167,57,78,41.25,175.125,249.625,101.375,152.75,74.25,1.49902777778,1,1.5,1.5,1.5
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948410,-1,43,167,57,76,35,172,256,86,134,72,2.13388888889,2,2,2.1,2.13
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948413,-1,43,167,57,76.75,37.25,172.75,254.5,89.75,133.25,71.25,2.47694444445,2,2.5,2.5,2.48
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948416,-1,43,167,57,80,41,173,253,97,137,73,2.39805555555,2,2.5,2.4,2.4
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948419,-1,43,167,57,83.3333333333,43,173.666666667,248.333333333,99,135.666666667,75,2.37506666666,2,2.5,2.4,2.38
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948422,-1,43,167,57,85,44,174.75,246.75,100.75,141.75,76,2.362,2,2.5,2.4,2.36
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948425,-1,43,167,57,85,44,175,247,101,144,76,2.37194444444,2,2.5,2.4,2.37
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948428,-1,43,167,57,86.75,45,172.25,252.25,101.5,133.5,79.5,2.41172222223,2,2.5,2.4,2.41
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948431,-1,43,167,57,86,45,173,256,103,144,78,2.30333333334,2,2.5,2.3,2.3
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948434,-1,43,167,57,83,45.125,174.875,248.25,97.125,140.25,75,2.09625,2,2,2.1,2.1
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948437,-1,43,167,57,83,46,174,250,98,149,75,2.12866666667,2,2,2.1,2.13
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948440,-1,43,167,57,83,47.6666666667,175.666666667,247.5,94.6666666667,135.666666667,76.6666666667,2.1844,2,2,2.2,2.18
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948443,-1,43,167,57,81,48,179,240,93,121,78,2.2852,2,2.5,2.3,2.29
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948446,-1,43,167,57,81,48.25,179.25,239.25,92.5,122,78.75,2.314,2,2.5,2.3,2.31
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948449,-1,43,167,57,81,49,180,237,91,125,81,2.32783333334,2,2.5,2.3,2.33
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948452,-1,43,167,57,82,51,180,236,94,123,83,2.34166666667,2,2.5,2.3,2.34
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948455,-1,43,167,57,83.75,51.5,179.5,238,92.5,127,79.25,2.36273333333,2,2.5,2.4,2.36
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948458,-1,43,167,57,86,53,178,238,94,118,80,2.40755555556,2,2.5,2.4,2.41
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948461,-1,43,167,57,84.125,50.125,177.875,240,90.25,118.125,76,2.47677777778,2,2.5,2.5,2.48
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948464,-1,43,167,57,85,51,177,240,92,119,76,2.54626666667,3,2.5,2.5,2.55
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948467,-1,43,167,57,85.8333333333,51,177,247.5,92.8333333333,124.833333333,78.5,2.60647222222,3,2.5,2.6,2.61
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948470,-1,43,167,57,86,51,177,249,95,129,75,2.74977777778,3,2.5,2.7,2.75
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948473,-1,43,167,57,86,51.5,177,245.5,92,127,76.5,2.83166666667,3,3,2.8,2.83
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948476,-1,43,167,57,86,52,177,242,89,125,78,2.7894,3,3,2.8,2.79
15613293841,9031b54a-7b41-4bcc-961f-0c24d0fe04d8,1483948479,-1,43,167,57,85,52,178,238,85,119,74,2.726,3,2.5,2.7,2.73
