578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486858797,female,50,180.34,74.84268,67,23,184,238,45,113,54,2.503333333,3,2.5,2.5,2.5
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486858959,female,50,180.34,74.84268,78.04761905,25.80952381,177,243.1428571,56.0952381,118.047619,49.42857143,2.094,2,2,2.1,2.09
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486859016,female,50,180.34,74.84268,68,23.125,181.125,240.75,46.25,114.125,49.125,2.390833333,2,2.5,2.4,2.39
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486859085,female,50,180.34,74.84268,69,21,180,243,43,101,49,2.482,2,2.5,2.5,2.48
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486859100,female,50,180.34,74.84268,68,22,181,244,41,127,51,2.6208,3,2.5,2.6,2.62
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486859103,female,50,180.34,74.84268,68,21,180.5,242.5,42,119,51,2.636,3,2.5,2.6,2.64
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486859112,female,50,180.34,74.84268,70,22,179,245,47,140,48,2.770166667,3,3,2.8,2.77
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486859139,female,50,180.34,74.84268,63,23,185,234,43,95,43,2.609833333,3,2.5,2.6,2.61
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486859169,female,50,180.34,74.84268,64,21,184,237.3333333,42,105,47.33333333,2.143333333,2,2,2.1,2.14
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486859304,female,50,180.34,74.84268,65.375,20.25,182.875,239.375,40.75,107.5,48.125,2.492277778,2,2.5,2.5,2.49
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486859421,female,50,180.34,74.84268,66.5,20.5,183,240,40,121.5,50,2.5,3,2.5,2.5,2.5
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486859505,female,50,180.34,74.84268,91,30,160,242,69,135,65,2.561111111,3,2.5,2.6,2.56
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486859514,female,50,180.34,74.84268,72.16666667,25.66666667,185.1666667,232.5,57,123,53.16666667,2.4675,2,2.5,2.5,2.47
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486859523,female,50,180.34,74.84268,68,25,186,233,53,121,51,2.590833333,3,2.5,2.6,2.59
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486859718,female,50,180.34,74.84268,62.66666667,22.33333333,185.3333333,236.6666667,49.33333333,118.6666667,53,2.617222222,3,2.5,2.6,2.62
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486859763,female,50,180.34,74.84268,64,25,184,237,49,119,53,2.606,3,2.5,2.6,2.61
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486859790,female,50,180.34,74.84268,64,23,185,235,44,111,49,2.354,2,2.5,2.4,2.35
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486859823,female,50,180.34,74.84268,61,19,185,237,44,119,51,2.968,3,3,3,2.97
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486859940,female,50,180.34,74.84268,70,20,176,254,45,124,57,2.35,2,2.5,2.4,2.35
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486859949,female,50,180.34,74.84268,59.66666667,23.33333333,189.3333333,229.6666667,47.66666667,117.6666667,52,2.7176,3,2.5,2.7,2.72
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486860087,female,50,180.34,74.84268,64,22,184,236,46,113,54,2.803466667,3,3,2.8,2.8
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486860132,female,50,180.34,74.84268,66,22,183,237,43,136,56,2.371222222,2,2.5,2.4,2.37
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486860147,female,50,180.34,74.84268,66,20.66666667,181.6666667,240.6666667,44.66666667,118.3333333,56,2.529066667,3,2.5,2.5,2.53
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486860168,female,50,180.34,74.84268,67,23,184,235,51,125,57,2.651666667,3,2.5,2.7,2.65
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486860186,female,50,180.34,74.84268,66,25,186,235,49,114,57,2.470666667,2,2.5,2.5,2.47
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486860249,female,50,180.34,74.84268,69,25,182.8333333,238.8333333,52.33333333,138.8333333,57.33333333,2.704766667,3,2.5,2.7,2.7
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486860477,female,50,180.34,74.84268,64.33333333,24,186.6666667,233.6666667,47.33333333,139.3333333,56.66666667,2.161666667,2,2,2.2,2.16
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486860516,female,50,180.34,74.84268,61,24,188,232,48,117,53,2.508666667,3,2.5,2.5,2.51
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486860540,female,50,180.34,74.84268,62,24,188,233,50,107,54,2.681111111,3,2.5,2.7,2.68
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486860582,female,50,180.34,74.84268,64.5,24.16666667,187.5,232.5,47,100.1666667,55.66666667,2.302138889,2,2.5,2.3,2.3
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486860666,female,50,180.34,74.84268,65.5,23.5,183.1666667,237.1666667,47.16666667,131.1666667,61.5,2.6956,3,2.5,2.7,2.7
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486860669,female,50,180.34,74.84268,65,25,185,237,46,145,62,2.641466667,3,2.5,2.6,2.64
578522386841.00,59cff86e-99e4-4022-a261-6c387052ebcb,1486860738,female,50,180.34,74.84268,64,25,187,231,44,116,56,2.446555556,2,2.5,2.4,2.45
