1544617073841.00,1,1483650651,93,21,155
1544617073841.00,1,1483650657,102,23,152.25
1544617073841.00,1,1483650681,94,22,152
1544617073841.00,1,1483650684,90,20,152
1544617073841.00,1,1483650756,94.625,22.875,152
1544617073841.00,1,1483650759,85,22,159
1544617073841.00,1,1483650762,87,23,157
1544617073841.00,2,1483650768,81.75,24.75,156
1544617073841.00,2,1483650786,123,47,143
1544617073841.00,2,1483650840,100,22,154
1544617073841.00,2,1483650948,99,21,166.75
1544617073841.00,1,1483650954,99.5,23,165.75
1544617073841.00,2,1483650981,97,24,169
1544617073841.00,2,1483650993,96,23,172
1544617073841.00,2,1483651041,118.625,24.625,166.375
1544617073841.00,2,1483651080,117.25,29.25,167
1544617073841.00,2,1483651113,103,25,167
1544617073841.00,2,1483651143,106,26,166
1544617073841.00,2,1483651203,121.75,30.5,162.75
1544617073841.00,2,1483651218,131.375,39.625,148.875
1544617073841.00,2,1483651221,120,23,162
1544617073841.00,3,1483651308,127,31,163
1544617073841.00,3,1483651332,129,30,163
1544617073841.00,3,1483651347,128,31,164
1544617073841.00,4,1483651374,132.75,33.25,160.75
1544617073841.00,3,1483651410,121.5,30.25,162.75
1544617073841.00,3,1483651413,123,31,162
1544617073841.00,4,1483651449,124,29,158
1544617073841.00,3,1483651455,120,27.75,159.75
1544617073841.00,2,1483651470,123,28,157
1544617073841.00,2,1483651509,117,27,158
1544617073841.00,3,1483651533,119,26,157
1544617073841.00,2,1483651578,118.75,28,158
1544617073841.00,2,1483651608,115,26,159
1544617073841.00,3,1483651614,117,29,159
1544617073841.00,3,1483651689,130.25,32.75,153.75
1544617073841.00,3,1483651728,128,38,155
1544617073841.00,2,1483651800,137,46,154
1544617073841.00,3,1483651890,126,32,158
1544617073841.00,2,1483651953,133.5,33.5,155.5
1544617073841.00,2,1483652049,128,31,159
1544617073841.00,3,1483652109,160.2857143,45.42857143,144.5714286
1544617073841.00,3,1483652112,165,48,142
1544617073841.00,3,1483652154,130,28,157
1544617073841.00,2,1483652226,123.375,30,160
1544617073841.00,2,1483653087,179,35,139
1544617073841.00,3,1483653168,139,30,157
1544617073841.00,3,1483653207,138,28,157
1544617073841.00,2,1483653435,173,32,141
1544617073841.00,3,1483653513,195,42,142
1544617073841.00,3,1483653558,120,30,160
1544617073841.00,3,1483653630,114,26,158
1544617073841.00,3,1483653711,124,27,160
1544617073841.00,3,1483653771,125.1666667,28.5,158
1544617073841.00,3,1483653849,126.75,31.875,157.75
1544617073841.00,2,1483653885,131,31,156
1544617073841.00,2,1483653897,129,32,156
1544617073841.00,3,1483653969,130.2777778,27.125,157.125
1544617073841.00,2,1483654002,125.125,30.375,153.75
1544617073841.00,3,1483654026,126,30,156
1544617073841.00,2,1483654071,130.8571429,30.71428571,155.4285714
1544617073841.00,3,1483654077,132.25,28.5,156
1544617073841.00,2,1483654110,130,27,155
1544617073841.00,3,1483654116,132.5,26.25,155
1544617073841.00,2,1483654179,111,27,155
1544617073841.00,3,1483654296,129,29.5,156
1544617073841.00,2,1483654407,126,28,159
1544617073841.00,2,1483654491,129.25,30,157.75
1544617073841.00,3,1483654497,162.7142857,35.14285714,148
1544617073841.00,3,1483654521,125.5555556,29.22222222,157.5555556
1544617073841.00,3,1483654563,126.5,30.25,152.75
1544617073841.00,2,1483654581,185,39,138
1544617073841.00,2,1483654659,119,31,158
1544617073841.00,2,1483654773,126,30,158
1544617073841.00,3,1483654971,117.375,28.5625,155.75
1544617073841.00,2,1483654977,187.25,35.875,139.5
1544617073841.00,3,1483655019,125.75,29.5,157.75
1544617073841.00,3,1483655109,136,26,155
1544617073841.00,2,1483655115,126,28,155
1544617073841.00,3,1483655151,138,26,154
1544617073841.00,2,1483655409,134.375,24.25,154.875
1544617073841.00,3,1483655439,139.3333333,28.66666667,152.6666667
1544617073841.00,3,1483655535,135.75,29.25,155.25
1544617073841.00,2,1483655583,135,28,158
1761371263841.00,3,1483648536,127.3333333,23,166.1666667
1761371263841.00,3,1483648575,112,28,172
1761371263841.00,3,1483648602,110,24,168
1761371263841.00,3,1483648695,142.6666667,40.66666667,154.3333333
1761371263841.00,3,1483648719,125.125,28.25,165.25
1761371263841.00,3,1483648743,129,30,165
1761371263841.00,3,1483648776,147,41,146
1761371263841.00,3,1483648791,144,51,145
1761371263841.00,3,1483648815,114,25,165
1761371263841.00,3,1483648494,122.7142857,33,166
1761371263841.00,3,1483649433,113,30,168
1761371263841.00,3,1483649478,121.3333333,34.33333333,168.6666667
1761371263841.00,3,1483649505,119,31.16666667,168.8333333
1761371263841.00,3,1483649538,127.5,33.5,165.25
1761371263841.00,2,1483649613,125,33,162
1761371263841.00,4,1483649637,121,22,163
1761371263841.00,3,1483649733,157.75,44.08333333,143.8333333
1761371263841.00,3,1483649865,112.5,63.66666667,159
1761371263841.00,3,1483649892,105,31,164
1761371263841.00,3,1483650015,114.3333333,30.33333333,165
1918008344941.00,3,1494462783,81.625,53.5,182.5
2275946825941.00,5,1495310400,84,39,187
2275946825941.00,3,1495310247,88,43.33333333,187.3333333
2275946825941.00,5,1495310187,89.33333333,40.66666667,184.6666667
2275946825941.00,5,1495309476,89,43,187
2616108420941.00,3,1490235270,83,26,187
2616108420941.00,4,1490234502,97,32,187
2616108420941.00,3,1490234574,88,26,186
2616108420941.00,0,1490234604,114.3389831,30.52542373,168.1355932
2616108420941.00,3,1490234724,91,31,189
2616108420941.00,3,1490234802,97,29,184
2616108420941.00,3,1490234814,98,29,185
2616108420941.00,3,1490234856,90,29,187
2616108420941.00,3,1490234868,93,28.66666667,185.3333333
2616108420941.00,3,1490234892,98,32,184
2616108420941.00,3,1490234928,94.66666667,35,189.3333333
2616108420941.00,3,1490234940,87,31,187
2616108420941.00,4,1490234982,103,38,190
2616108420941.00,4,1490235006,93.33333333,31.5,193
2616108420941.00,4,1490235012,92,33,193.25
2616108420941.00,3,1490235120,90.25,28,189
2616108420941.00,3,1490235234,76.5,26,187
2616108420941.00,3,1490235240,76,26,187
2616108420941.00,2,1490235246,80,26,185
2616108420941.00,3,1490235264,82,27,186
2616108420941.00,4,1490235324,105.375,37,185
3058607186841.00,2,1486519638,74,19,169
3058607186841.00,2,1486519614,62,15,172
3058607186841.00,2,1486519650,70,20,175
3058607186841.00,2,1486519656,69,23,180
3058607186841.00,2,1486519632,72.375,17.875,169
3058607186841.00,2,1486519626,68,17,169.8333333
3058607186841.00,2,1486519620,62,16,170
3102556198841.00,3,1488940263,94.16666667,23.16666667,177.5
3102556198841.00,2,1488940209,83.5,20,180.6666667
3102556198841.00,2,1488940176,80.375,19.125,172.25
3102556198841.00,2,1488940155,68,17,170
3102556198841.00,1,1488940110,64,17,173
3102556198841.00,1,1488940104,67,17,173
3102556198841.00,1,1488940062,69.625,16,174.375
3102556198841.00,2,1488940029,81.83333333,22.33333333,182
3102556198841.00,3,1488940002,95,26,175
3102556198841.00,2,1488939990,83,22,180
3102556198841.00,2,1488939969,73,18,179
3102556198841.00,2,1488939939,57.5,15,180.3333333
3102556198841.00,2,1488939927,60.33333333,16.5,184.3333333
3102556198841.00,2,1488939918,65,19,185
3102556198841.00,3,1488939903,87,25,180
3102556198841.00,3,1488939888,88.75,24,179.75
3102556198841.00,3,1488939801,91,23,185
3102556198841.00,3,1488939795,93,24,184
3102556198841.00,2,1488939765,98,26,179
3102556198841.00,4,1488939750,94,27,183
3102556198841.00,3,1488939708,92,26,181
3102556198841.00,2,1488939657,101,28,173
3102556198841.00,3,1488939627,108,27,173
3102556198841.00,3,1488939618,103,28,176
3102556198841.00,4,1488939573,101,29,176
3102556198841.00,3,1488939528,103.3333333,29,173.3333333
3102556198841.00,3,1488939504,102.375,29.875,174
3102556198841.00,2,1488939498,102,29,172
3102556198841.00,3,1488939444,114,30,171
3102556198841.00,3,1488939441,114.875,32.625,170.125
3102556198841.00,3,1488939438,113.375,28,172.375
3102556198841.00,3,1488939372,102,29,174
3102556198841.00,3,1488939345,108,29,173
3102556198841.00,0,1488939051,110.3617021,24.93617021,165.6808511
3102556198841.00,4,1488939015,101,28,178
3102556198841.00,3,1488938991,101,28,177
3102556198841.00,2,1488938985,103.8333333,29,174.8333333
3102556198841.00,3,1488938982,105,29,177
3102556198841.00,3,1488938970,107.6666667,28.33333333,177
3102556198841.00,3,1488938955,107,28,176
3102556198841.00,2,1488938943,109,30,175
3102556198841.00,3,1488938937,105.1666667,27,175
3102556198841.00,3,1488938916,103,29,183
3102556198841.00,3,1488938898,106,29,183
3102556198841.00,3,1488938883,106,27,181
3102556198841.00,3,1488938817,107.25,28.875,180.75
3102556198841.00,3,1488938877,109,32,184
3102556198841.00,2,1488942030,118,28,162
3102556198841.00,2,1488942021,105,22.5,160.125
3102556198841.00,2,1488941997,88,18,177
3102556198841.00,2,1488941982,86.66666667,17,175.6666667
3102556198841.00,3,1488940299,84,27,183
3175469159841.00,2,1489539849,92,22.25,174.5
3175469159841.00,2,1489539870,109,43,150
3175469159841.00,2,1489539909,91.125,29,171.75
3175469159841.00,2,1489539921,92,43,164
3175469159841.00,3,1489539933,95,24,171
3175469159841.00,2,1489539942,97,24,173
3175469159841.00,2,1489539945,98.5,21.25,174.25
3175469159841.00,2,1489539846,88.66666667,23,173.6666667
3175469159841.00,1,1489538235,91.50632911,30.35443038,180.7341772
3175469159841.00,0,1489538241,92.79746835,30.65822785,180.5063291
3175469159841.00,2,1489538307,107,34,178
3175469159841.00,3,1489538313,94,39,186
3175469159841.00,3,1489538319,95,35,183
3175469159841.00,3,1489538325,93,35,184
3175469159841.00,3,1489538331,94,33,183
3175469159841.00,2,1489538337,97.5,34.5,183.5
3175469159841.00,3,1489538343,96.66666667,36.83333333,184.8333333
3175469159841.00,3,1489538349,98,34,183
3175469159841.00,3,1489538355,95,33,183
3175469159841.00,3,1489538361,95,37,183
3175469159841.00,3,1489538367,99,37,182
3175469159841.00,3,1489538379,95,32,179
3175469159841.00,3,1489538385,96,35,182
3175469159841.00,3,1489538391,100,39,180
3175469159841.00,3,1489538403,89,31,183
3175469159841.00,3,1489538409,88.66666667,29,184.6666667
3175469159841.00,2,1489538415,86.83333333,29.16666667,183.1666667
3175469159841.00,3,1489538421,87,28,182
3175469159841.00,2,1489538427,89,30,179
3175469159841.00,3,1489538433,96.66666667,35.66666667,181.6666667
3175469159841.00,3,1489538439,92.5,38.5,184.5
3175469159841.00,3,1489538445,93,34,182
3175469159841.00,3,1489538451,89,31,183
3175469159841.00,3,1489538457,97,34,182
3175469159841.00,2,1489538463,91,34,182
3175469159841.00,2,1489538469,83,32,181
3175469159841.00,3,1489538475,82,31,182
3175469159841.00,2,1489538487,81,30,181
3175469159841.00,2,1489538493,81.125,30,181.125
3175469159841.00,2,1489538499,83,30,181
3175469159841.00,2,1489538505,79,29.5,181.5
3175469159841.00,2,1489538511,77,29,180
3175469159841.00,2,1489538517,80.125,28.25,179
3175469159841.00,2,1489538829,76.875,28.125,177.25
3175469159841.00,3,1489538841,85.5,34.83333333,175.3333333
3175469159841.00,3,1489538847,83.625,23.625,178.375
3175469159841.00,3,1489538853,74.33333333,26.83333333,180.1666667
3175469159841.00,2,1489538859,82.5,31.75,181.5
3175469159841.00,3,1489538865,82,30,181
3175469159841.00,3,1489538871,87,35,167
3175469159841.00,2,1489538877,80,25,177
3175469159841.00,2,1489538883,85,29,165
3175469159841.00,3,1489538889,83,29,176
3175469159841.00,3,1489538895,85,37,178
3175469159841.00,2,1489538901,82,24,170
3175469159841.00,2,1489538907,84,32,183
3175469159841.00,2,1489538913,85,34,182
3175469159841.00,2,1489538919,87.5,27.75,178
3175469159841.00,2,1489538925,89.33333333,30,177.8333333
3175469159841.00,2,1489538931,85.75,30,184
3175469159841.00,2,1489538937,81.83333333,28.16666667,184
3175469159841.00,3,1489538943,83.33333333,29.33333333,182.3333333
3175469159841.00,3,1489538955,79,33,177
3175469159841.00,3,1489538961,78,30,178
3175469159841.00,3,1489538967,77,30,181
3175469159841.00,3,1489538973,86,29,178
3175469159841.00,3,1489538979,77,25,187
3175469159841.00,2,1489538985,75,24,187
3175469159841.00,2,1489538991,79,26,184
3175469159841.00,2,1489538997,82.16666667,30.16666667,185.6666667
3175469159841.00,3,1489539003,82.33333333,31,184.8333333
3175469159841.00,2,1489539015,83.5,35.25,178
