data filename,dev accuracy 1,dev accuracy 2,dev accuracy 3,epochs,evaluation_metric_1,evaluation_metric_2,evaluation_metric_3,input_num_timestamps,label_window_size,learning_rate,loss_function,model filename,model type,plot filename,runtime,speed_bucket_size,train accuracy 1,train accuracy 2,train accuracy 3,train accuracy 4
C:/Users/adam/Documents/CS 230/Project/TimeSeries_InputVector_100runs.csv,0.0,0.0,0.0,4,,,,11,5,0.0001,categorical_crossentropy,Test,FCN,na,0.0,0.1,0.0,0.0,,0.0
C:/Users/adam/Documents/CS 230/Project/TimeSeries_InputVector_100runs.csv,0.7559880239520959,0.21766609344202906,0.17582954215094224,4,class_percent_2buckRange,class_mae,class_mse,11,5,0.0001,categorical_crossentropy,Test,FCN,na,122.94291830062866,0.1,0.6653079432793328,0.2708577874812947,0.21807914951180016,
C:/Users/adam/Documents/CS 230/Project/TimeSeries_InputVector_100runs.csv,0.7559880239520959,0.21766609344202903,0.17582954215094226,4,class_percent_2buckRange,class_mae,class_mse,11,5,0.0001,categorical_crossentropy,Test,FCN,na,122.94291830062866,0.1,0.6653079432793328,0.2708577874812947,0.21807914951180016,
