val_class_mae,val_class_percent_2buckRange
0.3171051473733538,0.596865985812922
0.24064490615675657,0.719342012928673
0.19301851753035384,0.7494347859866678
0.18764400583942895,0.7694706478614805
0.1804654471169037,0.7765650580678325
0.17325808255273015,0.7779683480391381
0.16985232533395192,0.7937943400871617
0.17542460879105198,0.7788259140921185
0.16760914613305244,0.7987838153963832
0.16809934671348745,0.7954315116318684
0.1666738756463934,0.7997193420361755
0.1649307614970562,0.8082170421975693
0.16805072949051048,0.8006548686318231
0.16473102080503219,0.8105558587261862
0.16407119647659366,0.8093864504793032
0.1650827340616146,0.8054884228812679
0.16392456549331239,0.8068137522646
0.16281355650378304,0.8093864504328352
0.15929217048879812,0.8157792156796728
0.16019571904382582,0.8100880954794774
0.15927287011495242,0.8166367817977087
0.15896048344955763,0.8147657285158006
0.1599556344714551,0.8132844780308706
0.16207334610420887,0.8041630934956124
0.15876746385385793,0.8164808606937872
0.15815533499070134,0.8182739534028239
0.15530757717669144,0.8234193498043498
0.15545990655824996,0.8217821781806472
0.1556055343670606,0.8194433616357665
0.15559957834028756,0.8253683635708399
0.15469840022810735,0.8253683635847803
0.15380100480131176,0.8269275746890498
0.15634452008565367,0.8263818507927971
0.15469059845082822,0.8259140874345648
0.15287546893180815,0.8269275747029903
0.15316610393645358,0.8241989553378973
0.1530615856537455,0.8269275746100541
0.15164464885933676,0.8330864582288904
0.15354056740351735,0.8274732984737789
0.15223609357479811,0.831449286623775
0.15405470884217098,0.8254463241808857
0.15081654654350676,0.833632182125143
0.15202969064063457,0.8327746160210475
0.14985281081366744,0.8309035628065182
0.15059211632347055,0.8333983005017885
0.15118042409763877,0.8318390894625743
0.1492575566518369,0.8349575114620069
0.14913791954782232,0.8352693536559094
0.14841999929888247,0.8370624463974737
0.1494847179688249,0.8351913931504167
0.14819059987557764,0.8326186948892452
0.14724214565886837,0.8335542215731823
0.14774932702848637,0.8370624463649461
0.14763862489864032,0.839167381346881
0.147509757608554,0.8395571840276886
0.14786106680052366,0.8379979729745342
0.1472187795344988,0.8387775784941411
0.1473433747091845,0.8383877757343376
0.14704435545763223,0.840570671249646
0.14611336985464876,0.8395571841066845
0.14543861161080732,0.8411163950669028
0.1455630355237883,0.8394012630167035
0.14634436495103179,0.8421298822888602
0.14650329701190634,0.8422078428594081
0.1453732982251151,0.8413502767692531
0.1460227564069016,0.8402588290743308
0.14767897128826496,0.8397131051176697
0.14419128057775843,0.8460279098404274
0.14527355867870098,0.8439229749839564
0.14589286308932808,0.8399469867735518
0.14583442053763634,0.8406486317876662
0.1472356074482465,0.8405706712821737
0.1443023479423027,0.8466515943025812
0.1438556770214912,0.8441568566723663
0.14463966828380675,0.8442348171778589
0.14342375378119115,0.84431277774376
0.14470893653084838,0.8435331722102125
0.1442597330178811,0.8445466593857017
0.14520644525666765,0.8437670538475074
0.14439525249440793,0.8429874483464875
0.14497266054952693,0.8475091603602086
0.1432129342611111,0.8457160677115804
0.1436436595663125,0.8440788960414097
0.14367068440031075,0.8450923832958948
0.14360628832996222,0.8454821860231706
0.14352479163730675,0.8456381070806239
0.14360137001043582,0.849847976965498
0.14294307863590563,0.849224292456876
0.14304693584120765,0.8496140953096158
0.1429711898106745,0.84431277774376
0.1430533977116949,0.8467295548545419
0.14306234202827697,0.8495361347715955
0.1430254952612211,0.8503157402447344
0.14752302028676154,0.8422858033602539
0.1438872214786315,0.8461058704249158
0.1446512294822112,0.8477430420300311
0.14066786284108243,0.8497700164135372
0.14114883751051177,0.8516410696141261
0.14162926908506648,0.8503937007966952
0.14113712222269265,0.8535121228425958
0.14280699351585374,0.8532002807137488
0.14012332891761778,0.852888438505906
0.14277201435209444,0.8525765962376546
0.14355045013693718,0.8508614640619914
0.14178480397509963,0.8521088328933627
0.1417631010524275,0.8533562017712021
0.14369322343530422,0.8485226475496382
0.14212980945195636,0.8489124503419694
0.14173231775454703,0.8480548842704017
0.14186898394785993,0.851017385258849
0.1418523170530838,0.8518749512700082
0.14204843463818337,0.8537460045635333
0.14075767586517848,0.8536680439325768
0.14057844091699642,0.8535121228286554
0.1407492519612248,0.8539019256674547
0.13989973139101172,0.8566305449535518
0.14091850902821015,0.8539798862194155
0.14044207047229343,0.8542917283807901
0.1408953424030541,0.8536680440115726
0.1391669044349091,0.856552584355123
0.13907404281352903,0.856240742226276
0.14027045902648627,0.85733218987473
0.1417121442902197,0.8542137677963018
0.138836155198802,0.858969361512373
0.13948653959573695,0.8548374522909832
0.13985536526823264,0.8569423872078628
0.1376756688778423,0.8592032431217871
0.13831001400966159,0.8560068605053385
0.1406201173586885,0.853823965115494
0.14015071368430293,0.8489124503094417
0.14413561560623067,0.8453262649053087
0.14018014300136264,0.8547594917064948
0.1402735029560486,0.8602946908817647
0.13764589876133998,0.8563187027782366
