activations_strategy,batch_size,data filename,dev accuracy 1,dev accuracy 2,dev accuracy 3,dropout_rates,epochs,evaluation_metric_1,evaluation_metric_2,evaluation_metric_3,input_window_size,label_window_size,learning_rate,loss_function,model filename,model type,num_hidden_fc_layers,plot filename,runtime,speed_bucket_size,train accuracy 1,train accuracy 2,train accuracy 3,train accuracy 4
r-r-r-r-r-r,128,C:/Users/adam/Documents/CS 230/Project/Lumo Data/TimeSeries_InputVector_100runs.csv,0.0,0.0,0.0,1-1-1-.8-.8-.8,3,,,,11,5,0.0001,categorical_crossentropy,20180712_222912,FCN,6,na,0.0,0.1,0.0,0.0,,0.0
r-r-r-r-r-r,128,C:/Users/adam/Documents/CS 230/Project/Lumo Data/TimeSeries_InputVector_100runs.csv,0.19404718374633506,0.7519295236645126,0.0930975138597406,1-1-1-.8-.8-.8,3,class_mae,class_percent_2buckRange,class_mse,11,5,0.0001,categorical_crossentropy,20180712_222912,FCN,6,na,105.5120494365692,0.1,0.2523209433258154,0.678670263077017,0.17779807560452526,
r-r-r-r-r-r,128,C:/Users/adam/Documents/CS 230/Project/Lumo Data/TimeSeries_InputVector_100runs.csv,0.20893602105604106,0.7293209635796435,0.10634577934169673,1-1-1-.8-.8-.8,3,class_mae,class_percent_2buckRange,class_mse,11,5,0.0001,categorical_crossentropy,20180712_223928,FCN,6,na,93.97951698303223,0.1,0.2566796723491829,0.6798262514428975,0.19034072350635334,
r-r-r-r-r-r,128,C:/Users/adam/Documents/CS 230/Project/Lumo Data/TimeSeries_InputVector_100runs.csv,0.20893602105604103,0.7293209635796435,0.10634577934169673,1-1-1-.8-.8-.8,3,class_mae,class_percent_2buckRange,class_mse,11,5,0.0001,categorical_crossentropy,20180712_223928,FCN,6,na,93.97951698303223,0.1,0.2566796723491829,0.6798262514428975,0.19034072350635334,
