val_class_mae,val_class_percent_2buckRange,val_class_percent_2buckRange,acc
0.3500922079059166,0.5220238559289,0.30841003087338853,0.11312076089498714
0.254358441276525,0.700943322681048,0.23522732009145692,0.19076947064785219
0.19975116129619275,0.7392999142306141,0.09711496797180087,0.2077648709752865
0.1903483008194334,0.7502143915225388,0.08886758303887625,0.20745302876976707
0.1811573872174404,0.7716535432943079,0.0781211946881309,0.2239806657836946
