val_class_mae,val_class_percent_2buckRange,val_class_percent_2buckRange,acc
0.30959919473057446,0.6153426366276099,0.27571237074703364,0.14555235051122248
0.23003276454888438,0.7161456303145477,0.16800093725166848,0.19404381383020192
0.1910247521532607,0.7456926794913922,0.0874159463621816,0.2143915178919467
0.18233549909700597,0.7725111093414799,0.07844147711604255,0.21774382162799966
0.17906549656122558,0.7743042020621337,0.07694550375295482,0.22351290247193034
