val_class_mae,val_class_percent_2buckRange,val_class_percent_2buckRange,acc
0.29528474869081145,0.609710110774193,0.24062662407836627,0.13669573415095063
0.221137952646294,0.7388640112869962,0.14801361160179424,0.21164270563456294
0.20429500182394764,0.7432634142930664,0.10899600482144334,0.21109278026787667
0.18795830777438965,0.7645533819848177,0.08857393998531828,0.22664781208557255
0.17767660824470916,0.7821509937375084,0.07451633613602571,0.22892607432316794
